building_id,zip,energy_star_score,property_type,floor_area_building_SF,floor_area_parking_SF,year_built,total_ghg_emission_MTCO2e,site_eui_KBTUSF,weather_norm_site_eui_KBTUSF,source_eui_KBTUSF,weather_norm_source_eui_KBTUSF,water_use_KGAL,total_site_energy_KBTU,log_total_site_energy_KBTU,APN,ANUMBER,ST_NAME,ST_TYPE,ST_POST_DIR,PLAT,PROPERTY_TYPE,MULTIPLE_USES,TAX_EXEMPT,PARCEL_AREA_SQFT,NEIGHBORHOOD,COMMUNITY,WARD,ZONING,LANDUSE,LANDVALUE,BUILDINGVALUE,TOTALVALUE,EXEMPTSTATUS,HOMESTEAD,BUILDINGUSE,YEARBUILT,ABOVEGROUNDAREA,NUM_STORIES,GARAGE_PRESENT,PRIMARYHEATING,CONSTRUCTIONTYPE,EXTERIORTYPE,ROOF,FIREPLACES,BATHROOMS,BEDROOMS,ESRI_OID
206,55404,51,Hotel,136699,45000,1924,1798,130,135,222,228,7252,17770870,16.69307116,2.60E+12,405,8TH,St,S,8200,Commercial,No,No,25990,DOWNTOWN WEST,CENTRAL,7,B4-1,PUBLIC ACCOMMODATIONS,1819300,1935700,3755000,Not Tax Exempt,Not Homesteaded,Hotel,1925,47345,3,Yes,Steam,Concrete,Brick,Flat,0,0,0,8755
207,55403,46,K-12 School,151904,0,1902,1480,91,95,163,167,1219,13823264,16.44186353,2.80E+12,511,Kenwood,Pkwy,,9700,Commercial,No,Yes,159820,LOWRY HILL,CALHOUN-ISLE,7,R2,"INSTITUTIONS:SCHL,COLLEGE",1568200,7159300,8727500,Tax Exempt,Not Homesteaded,School,1916,102699,3,Yes,Steam,Reinforced Concrete,Brick,Gable,0,0,0,40925
208,55403,0,Fitness Center/Health Club/Gym,135000,45000,2000,2418,128,132,287,291,6249,17280000,16.66506032,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
209,55403,0,Mixed Use Property,93000,8000,1972,1064,90,96,186,189,1555,8370000,15.94016444,2.20E+12,711,Hennepin,Ave,,9870,Commercial,No,No,15000,DOWNTOWN WEST,CENTRAL,7,B4-2,SPORT OR RECREATION FACILITY,2325000,1000,2326000,Not Tax Exempt,Not Homesteaded,Theater,1972,78050,5,Yes,Steam,Reinforced Concrete,Concrete,Flat,0,0,0,149774
211,55401,41,Office,135500,40000,1911,2043,130,137,249,255,4,17615000,16.68426137,2.20E+12,701,Washington,Ave,N,6980,Commercial,No,No,45701,NORTHLOOP,CENTRAL,3,B4N,OFFICE STRUCTURE,3427600,19952400,23380000,Not Tax Exempt,Not Homesteaded,,1900,42740,2,,,,,,NA,0,0,42982
212,55405,0,Other,565336,510175,1909,4693,53,55,131,133,9060,29962808,17.21546744,2.30E+12,2751,Harmon,St,S,15510,Commercial,No,Yes,53468,CARAG,CENTRAL,5,B4N,"INSTITUTIONS:SCHL,COLLEGE",10541700,16577600,25191000,NA,Not Homesteaded,Convention Center,1902,236026,3,Yes,Forced Air,Reinforced Concrete,Other,Flat,NA,0,0,164736
213,55415,67,Office,143197,0,2001,2146,102,105,239,241,11,14606094,16.4969494,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
214,55454,10,Medical Office,79000,0,1945,2113,132,132,409,409,4919,10428000,16.16000505,2.50E+12,616,24TH,Ave,S,11860,Commercial,No,Yes,92634,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,GARAGE OR MISC RESID STRUCTURES,1667400,2028600,3696000,Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1975,143316,4,Yes,N/A,Concrete,N/A,Flat,0,0,0,139082
215,55402,0,Parking,146080,0,1953,164,6,6,17,18,44,876480,13.68366917,2.20E+12,409,Marquette,Ave,,8760,Commercial,No,No,24394,DOWNTOWN WEST,CENTRAL,7,B4-2,GARAGE OR MISC RESID STRUCTURES,5244700,3465300,8710000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1950,146886,4,Yes,Forced Air,Reinforced Concrete,Other,Flat,0,0,0,96549
216,55402,0,College/University,150639,0,1924,1791,100,105,194,199,1026,15063900,16.52781171,2.50E+12,2500,6TH,St,S,4761,Commercial,No,Yes,33644,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,"INSTITUTIONS:SCHL,COLLEGE",605600,5922400,6528000,Tax Exempt,Not Homesteaded,School,1958,124050,9,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,11598
217,55415,82,Office,150293,0,1881,1265,89,96,144,151,2337,13376077,16.40897837,2.30E+12,301,4TH,Ave,S,10360,Commercial,Yes,No,20584,DOWNTOWN WEST,CENTRAL,3,B4-1,OFFICE STRUCTURE,2281300,3808700,6090000,Not Tax Exempt,Not Homesteaded,Office,1929,14463,10,Yes,Steam,Concrete,Brick,Flat,0,0,0,106541
218,55454,0,Urgent Care/Clinic/Other Outpatient,110330,0,1970,1168,79,82,169,174,1874,8716070,15.98067901,2.50E+12,2220,Riverside,Ave,,4620,Commercial,No,No,50382,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,OFFICE STRUCTURE,906900,12403100,13310000,Not Tax Exempt,Not Homesteaded,Medical Office Bldg,1990,84488,4,Yes,Steam,Concrete,Brick,Flat,0,0,0,110527
219,55413,78,Office,157227,60340,1928,1788,65,66,177,177,949,10219755,16.13983317,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
220,55401,100,Office,137823,0,1982,1812,83,87,207,211,1763,11439309,16.25256614,2.30E+12,331,2ND,Ave,S,8760,Commercial,No,No,16754,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,1842900,5967100,7810000,Not Tax Exempt,Not Homesteaded,Office,1982,28165,9,Yes,Forced Air,Steel Frame,Stone,Flat,0,0,0,59895
221,55402,67,Office,100834,89648,1908,1291,115,121,213,218,632,11595910,16.26616301,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
222,55402,85,Office,522088,0,2001,5874,92,94,182,184,7407,48032096,17.68738001,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
223,55402,0,Mixed Use Property,111232,97000,1905,0,194,199,335,342,7971,21579008,16.88723155,2.70E+12,729,2ND,Ave,S,9010,Commercial,No,No,35640,DOWNTOWN WEST,CENTRAL,7,B4-2,"BAR,RESTAURANT,CLUB,ENTERTAINMENT, ETC",6058800,3561200,9620000,Not Tax Exempt,Not Homesteaded,Frat/Soc Club Union,1908,90512,5,Yes,Steam,Concrete,Brick,Gable,0,0,0,136477
224,55401,23,Office,373735,0,1967,9725,127,130,398,410,7570,47464345,17.67548936,2.20E+12,414,Nicollet Mall,,,8740,Commercial,Yes,No,47917,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,10541700,15118300,25660000,Not Tax Exempt,Not Homesteaded,Office,1965,64218,8,Yes,N/A,Steel Frame,Brick,Flat,0,0,0,152117
225,55403,0,Office,138474,0,1910,1697,77,80,193,196,4742,10662498,16.18224328,2.20E+12,400,Beard,Ave,N,8760,Commercial,No,No,24247,DOWNTOWN WEST,CENTRAL,3,B4S-1,OFFICE STRUCTURE,2472200,20084700,22175000,NA,Not Homesteaded,Office,1900,34686,12,Yes,Steam,Brick & Mill,Brick,Flat,NA,0,0,46193
226,55407,89,Office,444541,0,1927,5182,106,112,194,199,4762,47121346,17.66823666,4.03E+11,525,56TH,St,W,23310,Commercial,No,No,31086,CORCORAN,NOKOMIS,5,I1,"INSTITUTIONS:SCHL,COLLEGE",8242900,3886200,19670000,NA,Not Homesteaded,,1916,90774,9,Yes,Steam,Concrete,Brick,Flat,NA,0,0,63890
227,55404,0,College/University,137463,37062,1973,2730,203,209,334,340,1839,27904989,17.14431605,3.40E+12,2501,Stevens,Ave,S,9619,Apartment,No,Yes,260786,WHITTIER,POWDERHORN,10,OR3,MULTI-FAMILY APARTMENT,3911800,17557500,21469300,Tax Exempt,Not Homesteaded,Apartment 4 or 5 Unit,1900,4620,2,Yes,Hot Water,Wood Frame,Stucco,Flat,0,0,0,151352
228,55407,35,Hospital (General Medical & Surgical),1560501,0,1926,42443,260,268,459,465,71463,405730260,19.82119911,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
229,55403,0,College/University,158000,0,2003,2189,100,102,221,222,3011,15800000,16.5755205,2.70E+12,1107,Harmon,Pl,,7752,Commercial,No,Yes,48354,DOWNTOWN WEST,CENTRAL,7,B4N,"INSTITUTIONS:SCHL,COLLEGE",5560700,21086300,26647000,Tax Exempt,Not Homesteaded,School,2003,142766,5,Yes,District Heat,Reinforced Concrete,Other,Flat,0,0,0,68763
230,55418,22,Office,169300,3.00E+05,1985,4949,163,167,454,458,138,27595900,17.13317777,3.03E+11,3660,Technology,Dr,,5587,Commercial,No,No,981114,COLUMBIA,NORTHEAST,1,I1,OFFICE STRUCTURE,4047100,3152900,7200000,Not Tax Exempt,Not Homesteaded,Office,1985,170836,3,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,0,0,108632
231,55413,27,Supermarket/Grocery Store,64130,0,2013,2709,254,254,661,661,2110,16289020,16.60600182,1.30E+12,1540,New Brighton,Blvd,,6083,Commercial,No,No,561922,NORTHEAST PARK,NORTHEAST,1,C3S,RETAIL,6743100,13906900,20650000,Not Tax Exempt,Not Homesteaded,Retail & Multi-tenant,1997,150341,1,Yes,Forced Air,Concrete,Concrete,Flat,0,0,0,13393
232,55402,0,Mixed Use Property,113000,0,1991,0,68,70,151,154,832,7684000,15.8546508,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
233,55409,0,Pre-school/Daycare,108000,0,1963,468,46,49,74,78,1971,4968000,15.4185279,1.00E+12,4225,3RD,Ave,S,21430,Commercial,No,Yes,332145,REGINA,NOKOMIS,8,R1A,OFFICE STRUCTURE,3985700,15752300,19738000,Tax Exempt,Not Homesteaded,Center Neigh/Comm.,1962,110351,1,Yes,Forced Air,Concrete,Brick,Flat,0,0,0,112640
234,55454,94,Hospital (General Medical & Surgical),596511,0,1945,11564,170,171,317,318,19436,101406870,18.4346514,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
235,55401,81,Office,104843,0,1894,1064,67,71,161,164,1561,7024481,15.76491189,2.20E+12,119,4TH,St,N,10360,Commercial,Yes,No,20865,DOWNTOWN WEST,CENTRAL,3,B4S-1,OFFICE STRUCTURE,2623800,6256200,8880000,Not Tax Exempt,Not Homesteaded,Office,1891,37584,5,Yes,Steam,Brick & Mill,Brick,Flat,0,0,0,104345
236,55406,82,Retail Store,127233,291369,1976,1700,77,79,208,210,5772,9796941,16.09758075,2.20E+12,100,4TH,St,S,10840,Commercial,No,No,31594,DOWNTOWN WEST,CENTRAL,3,B4-1,GARAGE OR MISC RESID STRUCTURES,3225600,4815900,8302500,NA,Not Homesteaded,Parking Garage/Ramp,2003,127335,6,Yes,N/A,Reinforced Concrete,Brick,Curved,NA,0,0,97806
237,55413,71,Retail Store,129711,0,1997,1467,74,78,179,182,1368,9598614,16.07712927,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
238,55402,0,Fitness Center/Health Club/Gym,120000,0,1990,2178,165,169,302,306,4001,19800000,16.8011925,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
239,55401,0,Other - Lodging/Residential,130000,0,1860,1024,98,108,140,150,2437,12740000,16.36025721,8.03E+11,350,6TH,Ave,,8690,Commercial,No,No,283122,DOWNTOWN WEST,CENTRAL,5,B4-2,"INSTITUTIONS:SCHL,COLLEGE",2034100,9978000,12259000,NA,Not Homesteaded,School,1887,142766,14,Yes,Steam,Concrete,Brick,Gable,NA,0,0,110527
240,55454,0,Mixed Use Property,112100,20400,2007,1006,79,83,148,153,1518,8855900,15.99659446,2.50E+12,610,22ND,Ave,S,11860,Commercial,Yes,No,127097,CEDAR RSIDE/WEST BANK,UNIVERSITY,2,OR3,"MIXED OFFICE,RETAIL,RESIDENTIAL, ETC",2407700,22268300,24676000,Not Tax Exempt,Not Homesteaded,Com Orig w 4up Apts,1996,54750,3,Yes,Steam,Reinforced Concrete,Concrete,Flat,0,0,0,13203
241,55411,45,Office,117805,0,2009,1684,138,144,240,245,1444,16257090,16.60403968,1.50E+12,1615,River,Rd,N,7666,Commercial,No,No,118614,NEAR NORTH,NEAR NORTH,5,I1,OFFICE STRUCTURE,1423400,9776600,11200000,Not Tax Exempt,Not Homesteaded,Office,2009,83994,5,Yes,Forced Air,Reinforced Concrete,Metal/Vinyl,Flat,0,0,0,118456
242,55404,11,Medical Office,165000,160000,2009,3828,186,189,378,381,6601,30690000,17.23944743,3.50E+12,2530,Chicago,Ave,,9366,Commercial,Yes,No,48289,PHILLIPS WEST,PHILLIPS,6,OR3,OFFICE STRUCTURE,482900,24377100,24860000,Not Tax Exempt,Not Homesteaded,Medical Office Bldg,2009,45920,5,Yes,Hot Water,Reinforced Concrete,Concrete,Flat,0,0,0,7161
243,55413,0,Parking,190675,190675,2002,116,3,3,9,10,0,572025,13.25693798,1.30E+12,2101,Summer,St,,440,Commercial,No,No,57445,MID CITY INDUSTRIAL AR,UNIVERSITY,1,I2,GARAGE OR MISC RESID STRUCTURES,435600,1709400,2145000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,2002,93692,4,Yes,N/A,Reinforced Concrete,N/A,Flat,0,0,0,114934
244,55401,61,Office,135009,0,1979,1797,97,103,214,219,761,13095873,16.3878077,2.20E+12,400,2ND,Ave,S,8760,Commercial,No,No,15543,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,3341700,5368300,8710000,Not Tax Exempt,Not Homesteaded,Office,1929,34686,12,Yes,Steam,Concrete,Brick,Flat,0,0,0,9497
245,55401,0,Office,107839,70584,1901,1004,65,69,149,151,1032,7009535,15.76278192,2.20E+12,401,3rd,St,N,10173,Vacant Land - Commercial,No,No,7862,NORTHLOOP,CENTRAL,3,B4S-1,VACANT LAND,75500,84900,75500,Not Tax Exempt,Not Homesteaded,,1902,667,1,,,,,,NA,0,0,69064
246,55403,0,Museum,230000,50000,1970,4403,160,162,314,316,4616,36800000,17.4210084,2.80E+12,1750,Hennepin,Ave,,10210,Commercial,No,Yes,123600,LOWRY HILL,CALHOUN-ISLE,7,OR2,"INSTITUTIONS:SCHL,COLLEGE",4944000,16043500,20987500,Tax Exempt,Not Homesteaded,Museum and Art Inst.,2003,125000,0,Yes,N/A,Concrete,N/A,Flat,0,0,0,58636
247,55413,81,Retail Store,134918,265417,1997,1831,83,85,213,213,1623,11198194,16.23126307,1.30E+12,1650,New Brighton,Blvd,,6083,Commercial,No,No,437119,NORTHEAST PARK,NORTHEAST,1,C3S,RETAIL,5245400,5814600,11060000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1997,134477,1,Yes,Forced Air,Concrete,Concrete,Flat,0,0,0,104525
248,55416,0,Strip Mall,89054,44440,1988,2157,183,188,391,396,5,16296882,16.60648436,3.20E+12,3200,Lake,St,W,18340,Commercial,No,No,283122,CEDAR-ISLES-DEAN,CALHOUN-ISLE,7,C3S,RETAIL,11324900,7375100,18700000,Not Tax Exempt,Not Homesteaded,Shopping Center,1988,93375,2,Yes,Forced Air,Concrete,Stucco,Flat,0,0,0,11950
249,55403,0,Performing Arts,119970,0,1888,1170,64,67,154,158,2773,7678080,15.85388007,1.03E+11,404,9TH,Ave,S,10360,Commercial,No,Yes,103230,DOWNTOWN WEST,CENTRAL,3,B4-1,"BAR,RESTAURANT,CLUB,ENTERTAINMENT, ETC",4016000,4362300,5440000,NA,Not Homesteaded,School,1889,70521,13,Yes,Steam,Concrete,Brick,Flat,NA,0,0,145520
250,55402,9,Office,112356,0,1926,2715,144,149,377,384,771,16179264,16.59924098,2.30E+12,15,1ST,St,S,10725,Condominium,No,No,166650,DOWNTOWN WEST,CENTRAL,3,B4S-1,SINGLE-FAMILY ATTACHED DWELLING,12200,110800,123000,Not Tax Exempt,Homesteaded,Condominium Unit,1965,667,1,Yes,Hot Water,Reinforced Concrete,Brick,Flat,0,1,1,3018
251,55413,78,Office,115000,0,1923,1224,94,99,176,181,1188,10810000,16.19598219,2.10E+12,1510,5TH,St,N,13690,Commercial,No,No,13690,LIND-BOHANON,CENTRAL,3,I2,OFFICE STRUCTURE,1504400,14006200,17600000,NA,Not Homesteaded,Store & Office,1926,24891,3,Yes,Steam,Concrete,Brick,Flat,NA,0,0,56652
252,55403,92,Office,129636,0,1900,869,72,76,115,120,500,9333792,16.04915192,2.30E+12,310,4TH,Ave,S,10360,Commercial,No,No,15015,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,1576600,5343400,6920000,Not Tax Exempt,Not Homesteaded,Office,1892,18166,12,Yes,Steam,Concrete,Brick,Flat,0,0,0,44139
253,55403,0,College/University,165516,0,1992,2261,104,105,219,220,2746,17213664,16.66121405,3.30E+12,2536,Dupont,Ave,S,748,Condominium,No,No,13524,LOWRY HILL EAST,CALHOUN-ISLE,10,R6,SINGLE-FAMILY ATTACHED DWELLING,15600,84900,100500,Not Tax Exempt,Homesteaded,Condominium Unit,1968,639,1,Yes,Steam,Concrete,Stucco,Flat,0,1,1,3005
254,55404,0,Parking,128760,128760,1974,155,9,9,28,28,16,1158840,13.96293006,3.40E+12,2500,3RD,Ave,S,17090,Commercial,No,Yes,53389,WHITTIER,POWDERHORN,10,OR3,GARAGE OR MISC RESID STRUCTURES,800800,2719200,3520000,Tax Exempt,Not Homesteaded,Parking Garage/Ramp,1974,127335,3,Yes,N/A,Reinforced Concrete,Concrete,Flat,0,0,0,44561
255,55404,0,College/University,117144,0,1900,750,57,61,106,110,2026,6677208,15.71421049,2.60E+12,910,Elliot,Ave,,9400,Commercial,No,Yes,48669,ELLIOT PARK,CENTRAL,6,OR3,"INSTITUTIONS:SCHL,COLLEGE",1460100,4192900,5653000,Tax Exempt,Not Homesteaded,School,1902,60446,4,Yes,N/A,Concrete,Brick,Flat,0,0,0,126123
256,55408,0,Parking,655000,655000,2001,407,4,4,11,12,1198,2620000,14.77868488,3.40E+12,2840,4TH,Ave,S,7082,Commercial,No,No,268759,PHILLIPS WEST,PHILLIPS,6,OR3,GARAGE OR MISC RESID STRUCTURES,4300100,2429900,6730000,Not Tax Exempt,Not Homesteaded,Parking Garage/Ramp,2002,216778,6,Yes,N/A,Reinforced Concrete,Brick,Flat,0,0,0,135677
257,55413,99,Office,126066,162200,1985,742,38,39,93,94,1576,4790508,15.38214702,1.80E+12,3433,Broadway,St,NE,585,Commercial,No,No,150982,MID CITY INDUSTRIAL AR,UNIVERSITY,1,I1,OFFICE STRUCTURE,905900,5768600,6674500,Not Tax Exempt,Not Homesteaded,Office,1985,111465,5,Yes,Forced Air,Steel Frame,Metal/Vinyl,Flat,0,0,0,44118
258,55404,88,Office,102815,0,1996,847,74,79,137,141,2574,7608310,15.84475163,2.60E+12,1800,Chicago,Ave,,8280,Commercial,No,No,71850,VENTURA VILLAGE,PHILLIPS,6,OR3,"INSTITUTIONS:SCHL,COLLEGE",1125900,5842600,6968500,Not Tax Exempt,Not Homesteaded,Hospital,1951,89873,3,Yes,Steam,Reinforced Concrete,Brick,Flat,0,0,0,100642
259,55401,0,Other,406354,266266,2004,2971,48,50,115,118,7203,19504992,16.78618099,2.20E+12,300,Nicollet Mall,,,8740,Commercial,No,No,107250,DOWNTOWN WEST,CENTRAL,3,B4-2,"INSTITUTIONS:SCHL,COLLEGE",17160000,90624496,107784496,Not Tax Exempt,Not Homesteaded,Library,2005,326400,5,Yes,District Heat,Steel Frame,Other,Flat,0,0,0,52284
260,55404,98,Office,297650,194471,1934,2375,56,58,127,130,2876,16668400,16.62902527,2.20E+12,111,3rd,St,N,10360,Commercial,No,No,150982,DOWNTOWN WEST,CENTRAL,3,B4S-1,OFFICE STRUCTURE,3225600,10651500,9850500,NA,Not Homesteaded,Office,1926,251195,6,,Steam,Steel Frame,Brick,,NA,0,0,103670
261,55415,97,Courthouse,227422,49804,1956,1516,53,56,109,111,1087,12053366,16.30485451,2.20E+12,110,4TH,St,S,8760,Commercial,No,Yes,65340,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,10454400,24045600,34500000,Tax Exempt,Not Homesteaded,Office,1960,57330,6,Yes,Hot Water,Reinforced Concrete,Stone,Flat,0,0,0,155116
262,55415,3,Medical Office,62602,0,1974,1219,218,224,331,339,401,13647236,16.42904757,2.60E+12,530,Chicago,Ave,,10360,Commercial,No,Yes,103230,ELLIOT PARK,CENTRAL,7,B4N,OFFICE STRUCTURE,8774600,1515400,10290000,Tax Exempt,Not Homesteaded,Laboratory,1900,1,1,Yes,N/A,Concrete,N/A,Flat,0,0,0,156450
263,55411,83,Courthouse,1182041,168895,1974,11815,88,91,164,168,10135,104019608,18.46008998,1.70E+12,2415,Broadway,,W,7980,Commercial,No,No,4275,WILLARD-HAY,NEAR NORTH,5,C1,RETAIL,25700,84300,110000,Not Tax Exempt,Not Homesteaded,Small Retail Store,1916,1642,1,Yes,Forced Air,Wood Frame,Metal/Vinyl,Shed,0,0,0,3654
264,55415,99,Office,198739,0,1989,1159,50,52,95,98,1209,9936950,16.11177069,2.60E+12,525,Portland,Ave,,10360,Commercial,No,Yes,108900,ELLIOT PARK,CENTRAL,7,B4N,OFFICE STRUCTURE,9256500,47129500,56386000,Tax Exempt,Not Homesteaded,Office,1959,14046,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,4796
265,55415,91,Hospital (General Medical & Surgical),2404995,500174,1976,39491,185,188,280,283,26143,444924075,19.91341421,2.60E+12,701,Park,Ave,,10440,Commercial,No,Yes,108900,ELLIOT PARK,CENTRAL,7,B4N,"INSTITUTIONS:SCHL,COLLEGE",5227200,122146800,127374000,Tax Exempt,Not Homesteaded,Hospital,1900,236026,2,Yes,Steam,Steel Frame,Other,Flat,0,0,0,109046
266,55415,0,Prison/Incarceration,199219,0,1983,1753,78,80,144,147,1936,15539082,16.55886883,2.60E+12,626,6TH,St,S,10360,Commercial,No,Yes,108900,ELLIOT PARK,CENTRAL,7,B4N,OFFICE STRUCTURE,9256500,47129500,56386000,Tax Exempt,Not Homesteaded,Office,1959,14046,2,Yes,Steam,Concrete,Brick,Flat,0,0,0,4836
267,55411,81,Medical Office,67205,76221,1995,643,64,66,152,153,887,4301120,15.27438601,1.70E+12,1313,Penn,Ave,N,4946,Commercial,No,Yes,98409,WILLARD-HAY,NEAR NORTH,5,OR2,OFFICE STRUCTURE,590500,7483500,8074000,Tax Exempt,Not Homesteaded,Clinic Med/Dent/Vet,1994,33587,2,Yes,Hot Water,Concrete,Brick,Flat,0,0,0,164438
268,55411,0,Other,38993,19255,1971,300,64,69,126,131,188,2495552,14.73002051,9.03E+11,1315,Lowry,Ave,N,13800,Commercial,No,Yes,57900,JORDAN,NEAR NORTH,5,OR2,"INSTITUTIONS:SCHL,COLLEGE",405300,3860700,4266000,Tax Exempt,Not Homesteaded,Library,1972,28905,2,Yes,Hot Water,Concrete,Stucco,Flat,0,0,0,131699
269,55415,0,Prison/Incarceration,381568,51208,2001,4972,125,128,216,219,8434,47696000,17.68035809,2.20E+12,17,2ND,Ave,N,10840,Commercial,No,No,122629,DOWNTOWN WEST,CENTRAL,3,B4S-1,SPORT OR RECREATION FACILITY,2950600,4275000,6390500,NA,Not Homesteaded,Comm. Recreational,1941,47345,12,Yes,Steam,Other,Brick,Flat,NA,0,0,133505
270,55415,17,Medical Office,63808,60600,2008,1249,150,153,317,321,1143,9571200,16.07426915,3.40E+12,2810,Nicollet,Ave,,9362,Commercial,No,Yes,72801,WHITTIER,POWDERHORN,10,C3A,OFFICE STRUCTURE,1456000,9469000,10925000,Tax Exempt,Not Homesteaded,Clinic Med/Dent/Vet,2010,63065,1,Yes,Hot Water,Steel Frame,Other,Flat,0,0,0,76486
271,55403,0,Parking,552000,552000,1998,686,8,8,20,20,2141,4416000,15.30074487,1.60E+12,3100,Marquette,St,N,16190,Commercial,Yes,No,38775,VICTORY,CENTRAL,3,OR2,GARAGE OR MISC RESID STRUCTURES,7455800,3993500,9499500,NA,Not Homesteaded,Parking Garage/Ramp,2001,216778,3,Yes,Unit Heaters,Reinforced Concrete,Concrete,Flat,NA,0,0,109789
272,55403,0,Parking,360000,360000,2001,484,10,10,21,22,463,3600000,15.0964444,2.20E+12,318,Lasalle,Ave,N,9860,Commercial,No,No,105758,NORTHLOOP,CENTRAL,3,I2,GARAGE OR MISC RESID STRUCTURES,8242900,2644900,12480600,NA,Not Homesteaded,Parking Garage/Ramp,2000,93692,5,Yes,N/A,Reinforced Concrete,Concrete,Flat,NA,0,0,56422
273,55415,95,Office,680000,0,1895,4973,59,60,118,120,11443,40120000,17.50738552,2.30E+12,350,5th,St,S,10360,Commercial,No,Yes,54450,DOWNTOWN WEST,CENTRAL,7,B4-2,OFFICE STRUCTURE,7350800,20084700,27435500,Tax Exempt,Not Homesteaded,Office,1887,196995,5,Yes,Steam,Concrete,Stone,Gable,0,0,0,49996
274,55401,37,Office,47833,0,1958,842,153,164,291,302,496,7318449,15.80590898,2.30E+12,309,2ND,Ave,S,8760,Commercial,No,Yes,26350,DOWNTOWN WEST,CENTRAL,3,B4-2,OFFICE STRUCTURE,2971000,7555000,10526000,Tax Exempt,Not Homesteaded,Office,1959,43452,3,Yes,Forced Air,Steel Frame,Stone,Flat,0,0,0,9418
