Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2016,104237,536-552 W. Addison St.,536 W. Addison St.,60613,LAKE VIEW,Multifamily Housing,62762,1970,1,25,1179978.8,5514442.3,,,,106.7,151.3,113,156.7,510.4,8.1,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,104226,606 West Cornelia LLC,606-620 W. Cornelia Ave.,60657,LAKE VIEW,Multifamily Housing,72700,1969,1,90,1190777.8,4540152.4,,,,78.8,117,84.1,122.5,460.6,6.3,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,104208,4401-09 N. Malden St.,4401-09 N. Malden St.,60640,UPTOWN,Multifamily Housing,50000,1918,1,100,189482,1870398.1,,,,41.2,51.2,44.5,54.7,134.3,2.7,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2016,104206,Malden Property LLC,4501-4519 N MALDEN ST,60640,UPTOWN,Multifamily Housing,59400,1925,1,55,1493562.1,3098519.8,,,,77.3,133.7,82.8,143.2,439.9,7.4,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2016,104105,Sheridan Shores,640 W. Sheridan Road,60613,LAKE VIEW,Multifamily Housing,60918,1970,1,90,795170,3237235.1,,,,66.2,96.8,69.3,99.1,318.5,5.2,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,104100,711 W Gordon Terrace,711 W Gordon Terrace,60613,UPTOWN,Multifamily Housing,121026,1979,1,94,3827073.2,,,,,31.6,99.3,33.8,106,705.4,5.8,41.95402016,-87.6620278,"(41.95402016, -87.6620278)"
2016,104095,4600-4624 W. Diversey,4600-4624 W. Diversey,60639,HERMOSA,Strip Mall,53267,1957,1,,556498.9,449409.2,,,,18.9,41.7,,,126.4,2.4,41.93162302,-87.74252593,"(41.93162302, -87.74252593)"
2016,103970,424 West Oakdale Avenue,424 W. Oakdale Ave.,60657,LAKE VIEW,Multifamily Housing,52080,1970,1,86,612723.5,2932718.2,,,,68.1,96.1,74.3,102.6,268.7,5.2,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,103965,447-457 W. Wellington Ave.,455 W. Wellington Ave.,60657,LAKE VIEW,Multifamily Housing,51574,1967,1,44,893722.2,3889873.8,,,,92.8,133.6,99.8,139.1,371.3,7.2,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,103962,Fountainbleau CAMBRIDGE Property,2828 N. Cambridge,60657,LAKE VIEW,Multifamily Housing,75300,1973,1,97,247010,5378162,,,,74.7,85.3,81.5,92.6,331.2,4.4,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,103933,3161 Cambridge,3161 N Cambridge ,60657,LAKE VIEW,Multifamily Housing,50825,1968,1,93,704393.8,2886112.2,,,,70.6,103.1,75.8,107.4,283.1,5.6,41.9398511,-87.65844752,"(41.9398511, -87.65844752)"
2016,103871,841-849 W Monroe Street,841-849 W Monroe Street,60607,NEAR WEST SIDE,Multifamily Housing,76000,1998,1,,1375999.5,1552937.1,,,,38.5,78.3,40.1,78.2,336.1,4.4,41.87399385,-87.651678,"(41.87399385, -87.651678)"
2016,103849,Bicycle Station Lofts Condominium Association (1632-36 S. Indiana Ave.),1632 S. Indiana Ave.,60616,NEAR SOUTH SIDE,Multifamily Housing,59040,1997,1,76,1265732.6,2137978.9,,,,57.7,105.3,60.4,105.7,346.9,5.9,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2016,103816,AMA Plaza,330 North Wabash,60611,NEAR NORTH SIDE,Office,1930764,1971,1,83,91439279.8,29036247.9,,51444160.4,,89,191.1,89,191.2,22197.6,11.5,41.88863693,-87.62751976,"(41.88863693, -87.62751976)"
2016,103815,Blue Star Properties: 328 South Jefferson Street,328 South Jefferson Street,60661,NEAR WEST SIDE,Office,330217,1928,1,91,11000154.9,14934932.3,,,,78.5,152.1,84.1,156.5,2820.8,8.5,41.87715297,-87.64290989,"(41.87715297, -87.64290989)"
2016,103812,400 W. Superior,400-432 W. SUPERIOR STREET,60654,NEAR NORTH SIDE,Office,130007,1998,1,79,5918352.8,1302601.9,,,,55.5,153.5,57.3,155.6,1160.1,8.9,41.89575232,-87.638901,"(41.89575232, -87.638901)"
2016,103804,190 N. State Street,190 N. State Street,60601,LOOP,Office,230000,1917,1,79,13533899.3,,,,,58.8,184.8,58.8,184.8,2494.6,10.8,41.88540707,-87.62843983,"(41.88540707, -87.62843983)"
2016,103798,Federal Railroad Retirement Board,844 W. Rush Street,60611,NEAR NORTH SIDE,Office,383007,1923,4,,16754359.9,16671986.9,,,,87.3,183.1,91.7,185,3973.7,10.4,41.89797613,-87.62622715,"(41.89797613, -87.62622715)"
2016,103789,De La Salle Institute,3434 South Michigan Ave,60616,DOUGLAS,K-12 School,165000,1954,1,79,2980695.9,7430187.7,,,,63.1,104,68.2,109.4,944.1,5.7,41.832219,-87.623316,"(41.832219, -87.623316)"
2016,103782,Warwick Allerton Hotel Chicago,701 N. Michigan Ave.,60611,NEAR NORTH SIDE,Hotel,300000,1924,1,29,17234854.8,25063699.6,,,,141,268.1,146.3,273.7,4508,15,41.895221,-87.624214,"(41.895221, -87.624214)"
2016,103781,625 N Michigan Avenue,625 N Michigan Avenue,606114594,NEAR NORTH SIDE,Office,359409,1969,1,95,13547520,10006359.1,,,,65.5,147.6,69.2,151.4,3028.6,8.4,41.893122,-87.624155,"(41.893122, -87.624155)"
2016,103778,WEISS MEMORIAL HOSPITAL,4646 N MARINE DR,60640,UPTOWN,Hospital (General Medical & Surgical),412000,1952,4,36,38837124.1,85150431.4,,,,300.9,513,295.1,506.8,11681.3,28.4,41.96683175,-87.64961847,"(41.96683175, -87.64961847)"
2016,103767,57F47-Residence Inn Chicago Loop,11 S. LaSalle St.,60603,LOOP,Hotel,326000,2015,1,80,9354458.6,13034410.2,,9815296.4,,98.8,162.2,98.9,163.3,,,41.88177039,-87.63193858,"(41.88177039, -87.63193858)"
2016,103766,640 N LaSalle,640 N LaSalle Dr,60654,NEAR NORTH SIDE,Office,282343,1969,1,75,19904260.3,4260999.5,,,,85.6,237.2,87.8,239.6,3895.1,13.8,41.89361489,-87.63342151,"(41.89361489, -87.63342151)"
2016,103761,20 West Kinzie,20 West Kinzie Street,60654,NEAR NORTH SIDE,Office,393839,2000,1,,28200347.2,2512058.4,,,,78,231.5,78,231.5,5331.3,13.5,41.88927,-87.628761,"(41.88927, -87.628761)"
2016,103759,Headquarters,547 W. Jackson Blvd.,60661,NEAR WEST SIDE,Office,347691,1922,1,61,22522158.2,10188957.5,,,,94.1,234.2,97.3,235.5,4692.5,13.5,41.878003,-87.641471,"(41.878003, -87.641471)"
2016,103748,NMH Olson Pavilion,710 N Fairbanks Ct,60611,NEAR NORTH SIDE,Laboratory,362800,1977,1,,80649717,,71583879.8,,,419.6,935.4,424.7,929.9,19618.5,54.1,41.89531,-87.620363,"(41.89531, -87.620363)"
2016,103745,900 North Michigan,900 North Michigan,60611,NEAR NORTH SIDE,Mixed Use Property,2136748,1989,1,,155648206.6,45158996.1,,,,94,250.9,94.8,252.7,31087.9,14.5,41.89920885,-87.62650606,"(41.89920885, -87.62650606)"
2016,103743,33 N. Dearborn,33 N. Dearborn,60602,LOOP,Office,372137,1966,1,93,8283486.4,13516874.8,,8782020,,82.2,131.6,85,134.7,2707.6,7.3,41.88287054,-87.62903883,"(41.88287054, -87.62903883)"
2016,103739,20 North Clark Street - 2821,20 North Clark Street,60602,LOOP,Office,433246,1981,1,81,21592521.3,529565.3,,,,51.1,157.8,53.2,164.4,4008.1,9.3,41.88230282,-87.63117675,"(41.88230282, -87.63117675)"
2016,103738,Drexel Towers 4825,4825 S. Drexel ,60615,KENWOOD,Multifamily Housing,89000,1970,1,81,1444558.9,5903296.2,,,,82.6,120.6,88.5,125.4,579.8,6.5,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,103733,International Tower,8550 W. Bryn Mawr,60631,OHARE,Office,310839,1969,1,48,24243805.6,20095166,,,,142.6,312.8,142.5,312.4,5536,17.8,41.981083,-87.840286,"(41.981083, -87.840286)"
2016,103731,900 W Fullerton Condo,900 W Fullerton,60614,LINCOLN PARK,Multifamily Housing,52500,2000,1,75,880149.3,2768564.9,,,,69.5,108,74.6,113.3,309.3,5.9,41.92201051,-87.65461957,"(41.92201051, -87.65461957)"
2016,103721,The Rookery Building,209 S. LaSalle,60604,LOOP,Office,337879,1886,1,70,24286394.2,,,,,71.9,225.7,72.2,226.6,4476.5,13.2,41.87908523,-87.631822,"(41.87908523, -87.631822)"
2016,103716,The Palmer House Hotel,17 E. Monroe Street,60603,LOOP,Hotel,1695000,1925,3,35,76179246.3,165800763.3,-17148501.9,-1383204,,131.8,230.8,138.2,235.5,21636.4,12.8,41.88032223,-87.62695184,"(41.88032223, -87.62695184)"
2016,103712,Water Tower Place,845 N Michigan Ave,60606,NEAR NORTH SIDE,Mixed Use Property,2581144,1976,1,,177583272.2,77375637,,,,98.8,247.5,99.7,248.5,36842.1,14.3,41.898304,-87.624041,"(41.898304, -87.624041)"
2016,103711,Two North LaSalle,2 North LaSalle,60602,LOOP,Office,776691,1978,1,92,39032631.7,,,,,50.3,157.8,52.6,165,7194.5,9.3,41.8823134,-87.63279516,"(41.8823134, -87.63279516)"
2016,103699,George W Dunne Cook County Office Building,69 W. Washington Street,60602,LOOP,Office,821526,1965,1,91,30836861,27273247.4,,,,70.7,152.7,75.8,158.2,7132.5,8.7,41.88287346,-87.62989783,"(41.88287346, -87.62989783)"
2016,103698,22 West Washington,22 West Washington Street,60602,LOOP,Office,471436,2008,1,88,52424800,,,,,111.2,349.2,112.7,354,9663,20.5,41.88356258,-87.62879915,"(41.88356258, -87.62879915)"
2016,103696,111 South Wacker,111 South Wacker,60606,LOOP,Office,1248730,2004,1,80,84648171.5,,,,,67.8,212.9,69.3,217.8,15602.4,12.5,41.880335,-87.636667,"(41.880335, -87.636667)"
2016,103692,333 South Wabash,333 S. Wabash,60604,LOOP,Office,1274198,1974,1,54,93474333.1,57291151.5,,,,118.3,277.6,123.2,282.6,20272.3,15.9,41.87740181,-87.62564302,"(41.87740181, -87.62564302)"
2016,103687,Sullivan Center,1 S State Street,60603,LOOP,Office,1114203,1903,1,91,42536789.8,35501126.5,,,,70,153.3,74.3,157.8,9726.1,8.7,41.88190243,-87.62775418,"(41.88190243, -87.62775418)"
2016,103685,One North State,1 North State,60602,LOOP,Office,829068,1910,1,70,38946444.6,18917285.4,,,,69.8,171.5,72.6,174.4,8183.4,9.9,41.88238964,-87.62728409,"(41.88238964, -87.62728409)"
2016,103684,NMH Arkes Family Pavilion,676 N St. Clair St,60611,NEAR NORTH SIDE,Medical Office,675000,1980,1,58,88964453.9,240000,,,,132.2,414.2,134.2,420.8,16410.8,24.3,41.894419,-87.622789,"(41.894419, -87.622789)"
2016,103682,4624 S Ellis - 2017 Resubmit,4624 S. Ellis,60653,KENWOOD,Multifamily Housing,100332,1955,1,100,2356920.9,,,,,23.5,73.8,23.5,73.8,435.8,4.3,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2016,103681,Fordham Hall- ID# 103681,6455 N Sheridan Rd,60626,ROGERS PARK,Residence Hall/Dormitory,113750,1991,1,58,3800708.7,7069824.2,,,,95.6,170.2,101.2,175.4,1076.1,9.5,41.99972255,-87.66065332,"(41.99972255, -87.66065332)"
2016,103679,300 South Riverside Plaza,300 South Riverside Plaza,60606,NEAR WEST SIDE,Office,1222064,1983,1,79,74285142.8,,,,,60.8,190.9,62.8,197.1,13692.3,11.2,41.877973,-87.638874,"(41.877973, -87.638874)"
2016,103664,Northern Trust Headquarters,50 S. LaSalle,60603,LOOP,Financial Office,580000,1963,1,86,26932577.6,20737299.8,,,,82.2,183.3,86,187.3,6065.7,10.5,41.88103427,-87.63261241,"(41.88103427, -87.63261241)"
2016,103661,One Magnificent Mile,980 North Michigan Avenue,60611,NEAR NORTH SIDE,Multifamily Housing,1043516.8,1983,1,76,48832271,,,,,46.8,146.9,49.2,154.5,9000.8,8.6,41.90055628,-87.62421483,"(41.90055628, -87.62421483)"
2016,103656,Merchandise Mart,222 Merchandise Mart Plaza,60654,NEAR NORTH SIDE,Office,4101281,1930,1,,127962385.6,78814190.6,,53439599.9,,63.4,131.2,65.2,133.1,30588.7,7.5,41.88798761,-87.63534171,"(41.88798761, -87.63534171)"
2016,103655,Stein Place,5825 S. Dorchester,60637,HYDE PARK,Multifamily Housing,81561,1966,1,36,1673028.5,,5035885.6,,,82.3,138.7,89.6,147.5,642.7,7.9,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2016,103653,River North Point,350 North Orleans Street,60654,NEAR NORTH SIDE,Office,1883966,1975,1,49,144127042.6,4706927.2,,42512412.3,,101.6,265.4,101.8,269.8,29056.1,15.4,41.88851686,-87.63777722,"(41.88851686, -87.63777722)"
2016,103651,Four40,440 South LaSalle,60605,LOOP,Office,1157744,1984,1,60,94741515.8,,,,,81.8,257,82.8,260,17462.9,15.1,41.87595944,-87.63219354,"(41.87595944, -87.63219354)"
2016,103647,135 S LaSalle Property LLC,135 S. LaSalle Street,60603,LOOP,Office,1547120,1934,1,71,71111027.4,67890572.5,,35912697.6,,113.1,213.6,116.4,217.2,18605.9,12,41.87977276,-87.63155683,"(41.87977276, -87.63155683)"
2016,103645,203 North LaSalle,203 N LaSalle Street,60601,LOOP,Office,760086,1985,1,84,46527430.9,,,,,61.2,192.2,62.3,195.6,8576,11.3,41.88606221,-87.63169041,"(41.88606221, -87.63169041)"
2016,103644,200 North LaSalle,200 N LaSalle Ave,60601,LOOP,Office,698645,1984,1,73,45164029.8,,,,,64.6,203,64.6,203,8324.7,11.9,41.88607935,-87.63304163,"(41.88607935, -87.63304163)"
2016,103643,180 North LaSalle,180 North LaSalle Street,60601,LOOP,Office,857412,1972,1,83,31543684.1,30037553.6,,23586207.1,,99.3,179.8,101.4,182.1,8652.6,10.1,41.88538772,-87.63289117,"(41.88538772, -87.63289117)"
2016,103641,33 North LaSalle Street,33 North LaSalle Street,60602,LOOP,Office,477171,1929,1,84,12839936,24650916.4,,1919135.9,,82.6,142.8,88.8,149.3,3777.1,7.9,41.88286478,-87.63205333,"(41.88286478, -87.63205333)"
2016,103640,One North LaSalle,1 N. LaSalle,60602-3902,LOOP,Office,554777,1929,1,79,18464287.1,25863911.2,,,,79.9,153.5,85.6,158.5,4777.1,8.6,41.8823233,-87.6320043,"(41.8823233, -87.6320043)"
2016,103639,121 West Wacker Drive,121 West Wacker Drive,60601,LOOP,Office,518217,1930,1,83,17445078.3,19984889,,11947800.3,,95.3,169.3,98.5,172.8,4906.6,9.5,41.88653309,-87.63199926,"(41.88653309, -87.63199926)"
2016,103638,The Field Museum,1400 South Lake Shore Drive,60605,NEAR SOUTH SIDE,Mixed Use Property,1300557,1921,1,,66879792.6,86143492.4,,,,117.7,230.7,120.6,232.7,16862,13,41.866211,-87.61703464,"(41.866211, -87.61703464)"
2016,103634,Lewis & O'Malley,25 E. Jackson Blvd.,60604,LOOP,College/University,380371,1928,1,,16251216.1,14654624.9,,,,81.3,174.6,85.4,176.7,3773.8,9.9,41.878202,-87.626867,"(41.878202, -87.626867)"
2016,103632,NMH Feinberg Pavilion and Galter Pavilion,251 E Huron St.,60654,NEAR NORTH SIDE,Hospital (General Medical & Surgical),2200000,1999,1,57,196467634.4,308731891.8,,,,229.6,427.8,228.3,423.6,52611.4,23.9,41.89458666,-87.62152834,"(41.89458666, -87.62152834)"
2016,103630,Stroger Hospital Campus,1901 W. Harrison St.,60612,NEAR WEST SIDE,Hospital (General Medical & Surgical),1802093,2002,4,17,187360255.8,331067723.3,,,,287.7,519.4,293.1,520.8,52119,28.9,41.874071,-87.674135,"(41.874071, -87.674135)"
2016,103628,"SVF Fulton Chicago, LLC",1000 West Fulton,60607,NEAR WEST SIDE,Office,562792,1923,1,90,16575192.3,25143121.2,,,,74.1,139.4,77,142.4,4390.6,7.8,41.88677646,-87.65227883,"(41.88677646, -87.65227883)"
2016,103624,Illinois Institute of Technology,3300 South Federal Street,60616,DOUGLAS,College/University,2944091,1896,50,,149363712,346410557.1,,,,168.4,282.8,181.7,296.8,45930.4,15.6,41.8342998,-87.6292618,"(41.8342998, -87.6292618)"
2016,103621,Chicago River North Residence Inn & Spri,410 North Dearborn St.,60610,NEAR NORTH SIDE,Hotel,369707,2000,1,16,15205298.2,23435999.3,,,,104.5,195.7,108.3,198.6,4047.5,10.9,41.88948997,-87.62960735,"(41.88948997, -87.62960735)"
2016,103620,Grossinger City Autoplex,1530 N Dayton St,60642,NEAR NORTH SIDE,Automobile Dealership,275000,2008,1,,10212146.7,7194402.6,,,,63.3,144.1,68,149.5,2264.4,8.2,41.910106,-87.649495,"(41.910106, -87.649495)"
2016,103617,33 E Congress,33 E Congress,606051996,LOOP,College/University,153876,1925,1,,7603781.9,5385408.3,,,,84.4,191.9,89.1,195,1687.6,11,41.87540112,-87.62651136,"(41.87540112, -87.62651136)"
2016,103615,NMH Prentice Womens Hospital,250 E Superior Street,60611,NEAR NORTH SIDE,Hospital (General Medical & Surgical),945000,2007,1,54,88297680.8,107807279.3,,,,207.5,413.2,210.8,413.1,22001.3,23.3,41.89627286,-87.62088103,"(41.89627286, -87.62088103)"
2016,103614,Ann & Robert H. Lurie Children's Hospital of Chicago,225 E Chicago Ave,60611,NEAR NORTH SIDE,Hospital (General Medical & Surgical),1250000,2012,1,49,119217259,155059794,,,1940417.9,221,431.3,226.5,434.6,30354.2,24.3,41.896764,-87.621559,"(41.896764, -87.621559)"
2016,103611,Clark-Adams,105 W. Adams,60603,LOOP,Office,490273,1927,1,71,23675902.1,29034790.9,,,,107.5,213.8,114.3,220.1,5906.1,12,41.879395,-87.630986,"(41.879395, -87.630986)"
2016,103608,Blue Star Properties: 329 West 18th Street,329 West 18th Street,60616,LOWER WEST SIDE,Office,406780,1911,1,93,13788676.8,5715467.1,,,,47.9,121.2,48.8,119.9,2845.1,7,41.857685,-87.636254,"(41.857685, -87.636254)"
2016,103606,Willis Tower,233 S Wacker Drive,60606,LOOP,Office,4518811,1973,1,66,406996666.8,1016321.4,,,,90.3,283,90.3,283,75072,16.6,41.87887581,-87.63587349,"(41.87887581, -87.63587349)"
2016,103604,525 West Monroe,525 West Monroe Street,60661,NEAR WEST SIDE,Office,1028492,1983,1,88,53815599.4,525338.6,,,15870,52.9,164.9,54.6,170.5,9948.4,9.7,41.880543,-87.640541,"(41.880543, -87.640541)"
2016,103602,190 South LaSalle,190 South LaSalle,60603,LOOP,Office,882560,1985,1,80,62091507.8,1340836,,,53221.1,71.9,222.6,73.3,226.9,11519.9,13.1,41.8797561,-87.63268685,"(41.8797561, -87.63268685)"
2016,103601,120 South LaSalle Street Building,120 South LaSalle Street,60603,LOOP,Office,760892,1929,1,91,20621322.8,16847722.8,,15668628,,69.8,128.9,71.1,130.4,5521.6,7.3,41.88035359,-87.63280586,"(41.88035359, -87.63280586)"
2016,103600,10 South LaSalle Street,10 South LaSalle Street,60603,LOOP,Office,871962,1986,1,72,54233569.4,724173.9,,,,63,196.2,65.5,204,10034.9,11.5,41.88160573,-87.6327278,"(41.88160573, -87.6327278)"
2016,103598,222 North LaSalle,222 North LaSalle Street,60601,LOOP,Office,1217630,1986,1,88,59741663.4,4755468.7,,,31464,53,158.2,53.5,159.4,11266.6,9.3,41.88651518,-87.6332446,"(41.88651518, -87.6332446)"
2016,103597,30 North LaSalle Street,30 North LaSalle Street,60602,LOOP,Office,1095104,1974,1,91,42163380.6,26456116.6,,,,62.7,146.3,64.9,147.4,9176.8,8.4,41.88284628,-87.63290243,"(41.88284628, -87.63290243)"
2016,103596,550 West Jackson,550 West Jackson Boulevard,60661,NEAR WEST SIDE,Office,433994,2001,1,66,42756795.6,,,,,98.5,309.4,99.4,312,7881,18.2,41.8783471,-87.64152501,"(41.8783471, -87.64152501)"
2016,103595,Chicago Board of Trade Building,141 W. Jackson Blvd.,60604,LOOP,Office,1559956,1930,1,72,97720089.4,,,66079488,,105,239.1,104,241.1,21494.3,13.8,41.87750025,-87.63227855,"(41.87750025, -87.63227855)"
2016,103594,NBC Tower,455 North Cityfront Plaza Drive,60611,NEAR NORTH SIDE,Office,1006126,1988,1,82,90499785.6,,,,,89.9,282.4,89.9,282.4,16681,16.6,41.890071,-87.621562,"(41.890071, -87.621562)"
2016,103317,(IL504) - 33E. Condo Association,33 E. Cedar St.,60611,NEAR NORTH SIDE,Multifamily Housing,162398,1958,1,82,2422257.3,8399554.2,,,,66.6,101.1,72.4,105.3,892.6,5.5,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,103315,230 East Ontario Condominium Association,230 E. Ontario St.,60611,NEAR NORTH SIDE,Multifamily Housing,163000,1969,1,46,4000389.2,8302149,,,,75.5,130.5,80.9,134.2,1178.3,7.2,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,103312,199 East Lake Shore Drive,199 East Lake Shore Drive,60611,NEAR NORTH SIDE,Multifamily Housing,62000,1913,1,,2573832,5629500,,,,132.3,225.7,144.2,238.2,773.4,12.5,41.89579275,-87.62247957,"(41.89579275, -87.62247957)"
2016,103310,Marshall Field Garden Apartment Homes,1448 N Sedgwick St,60610,NEAR NORTH SIDE,Multifamily Housing,583000,1929,10,,10504865.6,50277805.1,,,,104.3,147.1,111.7,153.7,4606.8,7.9,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,103278,33 W. Huron Condominium Association,33 W. Huron Street,60654,NEAR NORTH SIDE,Multifamily Housing,185571,1998,1,99,2683360.6,4584168.3,,,,39.2,71.3,40.9,72.2,738.1,4,41.89198218,-87.63699623,"(41.89198218, -87.63699623)"
2016,103273,Indian Trails Apts.,"251 E. 121st St., 221 E. 121st St., 12141 S. Indiana Ave.",60628,WEST PULLMAN,Multifamily Housing,193164,1971,3,,44058405.4,12747563.8,,,,294.1,785.5,,,8798,45.5,41.69755188,-87.61477587,"(41.69755188, -87.61477587)"
2016,103271,1344 N. Dearborn Private Residences,1344 N. Dearborn Parkway,60640,NEAR NORTH SIDE,Multifamily Housing,130200,1963,1,93,1695630.9,5561424.8,,,,55.7,85.7,59.8,88.2,607.9,4.7,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,103264,South Commons - 2941 S Michigan,2941 S Michigan Ave,60616,DOUGLAS,Multifamily Housing,67133,1964,1,26,1248826.1,6940274.2,,,,122,167,135.7,181.3,598.8,8.9,41.84550365,-87.63055693,"(41.84550365, -87.63055693)"
2016,103182,1000 N. LaSalle Apartments,1000 N. LaSalle St.,60642,NEAR NORTH SIDE,Multifamily Housing,120728,1988,1,10,3529608.2,9451512.5,,,,107.5,174,115.9,179.4,1152.6,9.5,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,103036,SEELEY BUILDING,4424 4432 N SEELEY AVE,60202,LINCOLN SQUARE,Multifamily Housing,58000,1927,1,99,130492.9,2630696.6,,,,47.6,54.7,52.7,60.2,163.9,2.8,41.97208235,-87.70234945,"(41.97208235, -87.70234945)"
2016,102987,4048 S. Lake Park - 2017 Resubmit,4048 S. Lake Park,60653,OAKLAND,Multifamily Housing,55828,1972,1,100,466648,,,,,8.4,26.2,8.4,26.5,86.3,1.5,41.82021138,-87.61246867,"(41.82021138, -87.61246867)"
2016,102946,Haven Towers,7947 S. South Chicago Ave. ,60617,SOUTH CHICAGO,Multifamily Housing,61000,2001,1,17,2360716.1,3471117.8,,,,95.6,181.3,103,187.7,619.5,10.2,41.7272413,-87.55513633,"(41.7272413, -87.55513633)"
2016,102926,Wooded Isle Apartments,5736 S Stony Island Avenue,60637,HYDE PARK,Multifamily Housing,59558,1920,1,90,461571.9,3752287.3,,,,70.8,90.5,76.4,95.5,284.4,4.8,41.78046327,-87.6053081,"(41.78046327, -87.6053081)"
2016,102914,89th & Loomis LTD PP,8915 S. Loomis St.,60620,WASHINGTON HEIGHTS,Multifamily Housing,72000,2000,1,65,1442713,2336920.4,,,,52.5,97,56.1,99.8,390,5.4,41.74023286,-87.65352897,"(41.74023286, -87.65352897)"
2016,102854,Hyde Park West Apartments,5325 S. Cottage Grove Ave,60615,HYDE PARK,Multifamily Housing,146499,1968,5,,1605588.3,18151376.1,,,,134.9,164.5,146.3,176.5,1260.1,8.6,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,102838,233-Senior Suites of Hegewisch,13550 S. Avenue O,60633,HEGEWISCH,Senior Care Community,60600,2002,1,26,1840545.4,4729899.9,,,,108.4,177.3,120.1,188.7,590.5,9.7,41.65140357,-87.54582933,"(41.65140357, -87.54582933)"
2016,102825,Ravenswood Court,4510-4518 N. Ashland,60640,UPTOWN,Multifamily Housing,67500,2003,1,18,2131051.6,2757284.9,,,,72.4,142,76.6,144.1,539.3,8,41.97223008,-87.6645957,"(41.97223008, -87.6645957)"
2016,102803,235-Senior Suites of New City,4845 S. Western Avenue,60609,NEW CITY,Senior Care Community,89556,2004,1,46,2716938.1,5056700.1,,,,86.8,154.5,91.9,158.7,769.4,8.6,41.81195152,-87.65512794,"(41.81195152, -87.65512794)"
2016,102766,Brandon Shores Condo Association,6150 N Kenmore ,60660,EDGEWATER,Multifamily Housing,54000,1962,1,30,1356273.8,4962500.3,,,,117,175.4,127.2,186,513.6,9.5,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2016,102745,Harper Place Condominium Association,5309-5343 S Harper Place,60615,HYDE PARK,Multifamily Housing,88384,1920,1,92,1235531.3,3067463,,,,48.7,80.3,48.6,80,390.7,4.4,41.80224043,-87.60332678,"(41.80224043, -87.60332678)"
2016,102731,1025 W Hollywood,1025 W Hollywood,60660,EDGEWATER,Multifamily Housing,62000,1970,1,90,572496.1,4315499.8,,,,78.8,102.1,83.1,106.5,334.7,5.4,41.99090057,-87.66660744,"(41.99090057, -87.66660744)"
2016,102725,237-Senior Suites of W. Humboldt Park,3656 W. Huron Street,60624,HUMBOLDT PARK,Senior Care Community,70370,2009,1,14,2098769,3880799.8,,,,85,151.6,91.1,155.9,593,8.4,41.8808242,-87.72327934,"(41.8808242, -87.72327934)"
2016,102705,65 E. Goethe Condominium Association,65 E Goethe,60610,NEAR NORTH SIDE,Multifamily Housing,91947,2001,1,1,8747886.9,11516067.3,,,,220.4,430.3,226.6,433.9,2224.1,24.2,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,102690,1250 N. LaSalle Condominium Association,1250 N. LaSalle Drive,60610,NEAR NORTH SIDE,Multifamily Housing,185964,1987,1,83,4675187.2,6376500,,,,59.4,114.9,62.6,118.3,1200.4,6.5,41.9037528,-87.63558845,"(41.9037528, -87.63558845)"
2016,102644,Glenwood Apartments,6701 N Glenwood Ave,60626,ROGERS PARK,Multifamily Housing,54770,1917,1,95,618210,2761161.3,,,,61.7,88.4,64.3,90,260.6,4.8,42.01036185,-87.66829765,"(42.01036185, -87.66829765)"
2016,102643,234-Senior Suites of Jefferson Park,5400 N. Northwest Highway,60630,JEFFERSON PARK,Senior Care Community,60000,2004,1,11,1652987.8,4834400.3,,,,108.1,171.1,115,177.5,561.5,9.4,41.97200414,-87.75756578,"(41.97200414, -87.75756578)"
