natural_gas_use_kbtu,objectid,address,property_name,opa_number,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,electricity_use_kbtu,portfolio_manager_id,fuel_oil_02_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes,x_coord,y_coord
6687318,1099,4001 CONSHOHOCKEN AVE,Park Tower: Park Tower,886651700,19131,1,1981,Multifamily Housing,173160,3493870.9,4870458,Not Available,Not Available,69,58.8,103.9,2384,755.9,,-75.21239974,40.00254062
4696908.4,1177,4001 MONUMENT RD,Overmont Corp,881445825,19131,1,1972,Multifamily Housing,143536,8386416.2,4965649,Not Available,Not Available,9,98,234.1,8812,1211.2,,-75.21497616,40.00437678
3273658.3,1178,2101 N COLLEGE AVE,Girard Court Apartments,881070430,19121,1,1960,Multifamily Housing,61000,874983.5,4966048,Not Available,Not Available,71,68,101.4,767.5,274.2,,-75.17119363,39.97523119
3238876.8,1179,1410 72ND AVE,Bentley Manor,881054000,19126,1,1960,Multifamily Housing,56200,903159.8,4966115,Not Available,Not Available,67,73.7,111,7193.3,275.6,,-75.14063702,40.06258985
9735637.4,1180,229 W UPSAL ST,Pelham Park,881099600,19119,1,1947,Multifamily Housing,169263,2329880.1,4966991,Not Available,Not Available,72,80,116.3,4555.2,784.3,,-75.18873868,40.04428517
7316680.7,1181,13109-51 BUSTLETON AVE,Somerton Court Apartments,881206510,19116,5,1974,Multifamily Housing,260128,2393770.1,4968648,Not Available,Not Available,86,54,84.6,6998.9,663.1,,-75.01286432,40.12785449
Not Available,1182,4901-37 STENTON AVE,Fishers Crossing,881422820,19144,1,1890,Multifamily Housing,198000,7748611.1,4968692,Not Available,Not Available,42,39.1,122.9,14488.7,888.6,,-75.15807319,40.02987947
Not Available,1183,912-28 WALNUT ST,Barringer Building,881008240,19114,1,1976,Multifamily Housing,140000,1437206.1,4968782,Not Available,3594656.1,93,50.2,77.4,10743.5,508.8,,-75.15700671,39.94815316
13178112.1,1184,2201 TREMONT ST,St Regis Apartments,881179510,19034,2,1968,Multifamily Housing,340468.7,6272897.2,4970926,Not Available,Not Available,74,64.7,111.6,12074.8,1419.3,,-75.03828433,40.07480356
Not Available,1356,2029 N BROAD,PEABODY,881299200,19122,1,2000,Other,63200,1920329.9,5032266,Not Available,4659907.7,Not Available,372.6,452.6,4887.4,1424,,-75.15605525,39.98386486
611216.6,1357,801 CHERRY ST,PODIATRIC - HOUSING,881010111,19122,1,2000,Other,59253,3439841.9,5032267,Not Available,2060830.7,Not Available,103.1,235,4169.4,563.8,,-75.1533675,39.95437922
1543004.5,1358,2029 N BROAD,JOHNSON,881299200,19122,1,2000,Other,143177,23273350.9,5032268,Not Available,13809755.9,Not Available,269.8,637.8,6588.7,3667.9,,-75.15605525,39.98386486
Not Available,1359,1941-53 N BROAD ST,1940 Residence Hall,881299140,19122,1,2000,Other,133399,4672672.6,5032269,Not Available,4328130.3,Not Available,110.6,192.1,0,1126.3,,-75.15627533,39.98285436
932731.6,1360,1228-32 ARCH ST,Arch Street Exchange Condominium,888038054,19107,1,1912,Multifamily Housing,60640,1132674.8,5032929,Not Available,Not Available,96,34.1,74.8,1810.6,175.2,,-75.16087038,39.95385224
5095836.1,1361,301 S 19TH ST,The Townhouse,881021500,19103,1,1933,Multifamily Housing,78750,1606574.3,5033126,Not Available,Not Available,46,85.1,132,2005.5,454.9,,-75.17266408,39.9477023
288027281.6,1362,8500 ESSINGTON AVE,Main Airport Terminal Complex,773300001,19153,1,1925,Parking,7757470,552993076,5033707,Not Available,Not Available,Not Available,227.1,550.4,178154,78715.5,,-75.23177486,39.88033814
6121936.2,1363,8201 TORRESDALE AVE,HBG-Holmesburg Prison Complex,786537201,19136,1,1900,Prison/Incarceration,716651,4302572.9,5033769,1513929,Not Available,Not Available,16.7,30,2992.1,930.9,,-75.01930684,40.03672963
4162495.3,927,2200 OREGON AVE?SUNIT: A,BJ's Wholesale Club 162,882245000,19145,1,2004,Wholesale Club/Supercenter,118867,11131940,4059761,Not Available,Not Available,25,129.8,333.6,627.4,1497.7,,-75.18766742,39.91771222
Not Available,928,315-21 N BROAD ST,Packard Motor Car Building,881041400,19130,1,1910,Multifamily Housing,165000,9116427.3,4064179,Not Available,Not Available,10,55.3,173.5,4494.9,1045.5,,-75.16141374,39.95858314
Not Available,929,3514-30 LANCASTER AVE,Old Quaker Building,881111127,19104,2,1870,Multifamily Housing,71993,2822644.9,4064206,Not Available,Not Available,30,39.2,123.1,2601.3,323.7,,-75.19327597,39.95793296
Not Available,930,9898 E ROOSEVELT BLV,Red Lion Shopping Center,882070230,19115,6,1962,Strip Mall,1044206,404693.2,4066290,Not Available,Not Available,Not Available,1.8,5.5,1217.7,46.4,,-75.01795291,40.09447324
2080952.6,931,211 S CHRIS COLUMBUS BLV,Independence Seaport Museum,781052550,19106,1,1995,Museum,100383,23286.2,4066664,Not Available,Not Available,Not Available,21,22.5,158117.1,113.1,,-75.140711,39.94600238
35277,932,12300 MC NULTY RD,Main Warehouse,884292540,19154,1,1985,Distribution Center,56947,495323.5,4067659,Not Available,Not Available,95,9.3,28,30.7,58.7,,-74.98396067,40.11019456
Not Available,933,9300 ASHTON RD?SUNIT: 1,Frankford Candy,884227005,19114,1,2004,Distribution Center,507587,15434854.2,4068971,Not Available,Not Available,67,30.4,95.5,5182.3,1770.1,,-75.01981837,40.06844603
Not Available,934,2100 E VENANGO ST,"Richard Hoffman, LLP",884201600,19134,1,1922,Non-Refrigerated Warehouse,100000,418599.9,4069478,Not Available,Not Available,95,4.2,13.1,130.9,48,,-75.10053064,39.99658467
Not Available,1100,1930-34 CHESTNUT ST,The Republic,881564050,19103,1,1929,Multifamily Housing,125994,10876360.7,4885744,Not Available,2396208.7,1,105.3,293.9,5255,1406.4,,-75.17331664,39.95183724
Not Available,1101,400-14 WALNUT ST,The Broderick,881569810,19106,1,1920,Multifamily Housing,92741,3393173.6,4885851,Not Available,1084803.3,35,48.3,129,2220.2,461.2,,-75.14830599,39.9471931
Not Available,1102,815-37 ARCH ST,(PA2422) - The Pearl,888112952,19107,1,2007,Multifamily Housing,145920,3723457.6,4895821,Not Available,Not Available,89,25.5,80.1,3907.1,427,,-75.15412688,39.95378224
Not Available,1103,1238 CALLOWHILL ST,(PA2509) - Beaux Arts,888053785,19123,1,1909,Multifamily Housing,93600,3185972.4,4898629,Not Available,Not Available,50,34,106.9,1882.1,365.4,,-75.15971221,39.95902749
1805144.2,1104,1010 RACE ST,(PA2492) - Bentwood Condos,888071554,19107,1,1916,Multifamily Housing,55620,2688024.8,4900860,Not Available,Not Available,29,80.8,185.8,3669.9,404.1,,-75.15648558,39.95514935
16039868.4,1105,1324 LOCUST ST,(PA2345) - Arts Condominium,888115201,19107,1,1922,Multifamily Housing,242157,7002468.1,4901211,Not Available,Not Available,45,95.2,160.3,17943.6,1655,,-75.1636782,39.9477972
Not Available,1106,51-55 N 03RD ST,Crafts House Apartments,881006535,19106,1,1845,Multifamily Housing,51390,2158096.8,4904160,Not Available,Not Available,51,42,131.9,2131.8,247.5,,-75.14487169,39.95174175
Not Available,1107,4250 MAIN ST,Canal House,881079200,19127,1,1840,Multifamily Housing,86427,2218496,4905265,Not Available,Not Available,71,27.7,87.1,1245.2,254.4,,-75.2223146,40.02460046
3774335.4,1185,2300 RACE ST,Riverside Presby Tower,886810658,19103,1,1981,Multifamily Housing,143719,4040493.8,4972681,Not Available,Not Available,47,67.5,143.9,5358.3,663.8,,-75.17771729,39.95780834
Not Available,1186,1148 WHARTON ST,Wharton Street Lofts,881000860,19147,1,1910,Multifamily Housing,69175,2019764.1,4972768,Not Available,Not Available,53,29.2,91.7,2343.3,224.1,,-75.16347122,39.93331939
19836327.7,1187,1401 E BRISTOL ST,CMH Development LP,886608600,19124,4,1938,Multifamily Housing,268565,26391.8,4973085,Not Available,Not Available,94,74,77.9,14776.9,1056.6,,-75.09857589,40.01270789
3496777.4,1188,800 COTTMAN AVE,Regency Park Apartments,881130500,19111,4,1975,Multifamily Housing,298995,9472025.9,4974523,Not Available,Not Available,48,43.4,111.8,15830.4,1272,,-75.08842583,40.06139505
4598447,1189,6100 CITY AVE,The Point at City Line,881125625,19131,1,1984,Multifamily Housing,360246,11579485.2,4975229,Not Available,Not Available,63,53.3,135.7,18287.6,1572.2,,-75.24843713,39.99044121
34499.6,1190,1605-27 SANSOM ST,The Sansom,881547010,19103,1,2013,Multifamily Housing,85032,3916324.3,4975230,Not Available,Not Available,Not Available,46.5,145,3102.1,451,,-75.16814015,39.95075278
1410242.6,1191,110-16 S 16TH ST,The Point at Rittenhouse Row,881547025,19103,1,1910,Multifamily Housing,90939,4788782.9,4975231,Not Available,Not Available,11,68.2,181.6,4189.7,624.1,,-75.16761215,39.95068421
28643599.1,1192,2201 PARK TOWNE PL,Park Towne Place,881030930,19130,4,1959,Multifamily Housing,1179072,22825682.9,4975614,Not Available,Not Available,96,43.7,86.3,497.5,4139,,-75.1771586,39.96073456
5687858.4,1364,243 W TULPEHOCKEN ST,Manor Associates,881212500,19144,1,1930,Multifamily Housing,73605,1265430.6,5034040,Not Available,Not Available,21,94.5,135.1,3423.2,447.2,,-75.18534286,40.03753832
Not Available,1365,205-27 S 12TH ST,Cosmopolitan Apartments,881009435,19107,1,1986,Multifamily Housing,205200,7223446.3,5034501,Not Available,Not Available,62,40,125.5,8968.3,828.4,,-75.1603136,39.94808244
4665981,1366,5675 N FRONT ST #1,O & O Owner LLC,882136421,19120,1,1987,Supermarket/Grocery Store,83512,10761550.4,5036162,Not Available,Not Available,95,184.7,463.3,1511.5,1482,,-75.11858946,40.0379643
1060473.6,1367,870 N 28TH ST,Brewery Condominiums- Brewery House,888152826,19130,1,1900,Multifamily Housing,61000,838103.2,5036239,Not Available,Not Available,73,37.2,73.4,1076.4,152.4,,-75.18268202,39.97240586
1208924.7,1368,401-21 W WALNUT LN,Walnut Terrace,881212000,19144,1,1950,Multifamily Housing,69096,596287.3,5036247,Not Available,Not Available,100,26.1,45.5,6651.7,132.6,,-75.18532063,40.0347406
881794,1369,1515 LOCUST ST,Chelsea Condo,888035710,19102,1,1950,Multifamily Housing,55000,1820598.8,5036358,Not Available,Not Available,Not Available,49.1,120.8,637.2,255.6,,-75.16676054,39.9487119
Not Available,1370,1700 N. 15TH STREET,PKG GAR_ LIACOURAS CTR,777573005,19121,1,2000,Parking,409339,504431.4,5036930,Not Available,Not Available,Not Available,1.2,3.9,699.2,57.8,,-75.15978893,39.97972642
Not Available,1371,3501-17 N BROAD ST,BOYER PKG GAR on Tioga Street,777532901,19140,1,2000,Parking,188099,2556445.8,5036972,2357191.9,Not Available,Not Available,26.1,55.3,9,468.1,,-75.15096922,40.00628428
Not Available,935,440 N BROAD ST,Admin - Education Center,771634900,19130,1,2005,Office,835000,35325766.7,4069482,Not Available,Not Available,92,42.3,132.8,4183.4,4051.1,,-75.16264403,39.96102157
1752828.2,936,2603-09 N 05TH ST,Admin - Rivera Building,785547740,19133,1,1980,Office,60464,1250464.9,4069483,Not Available,Not Available,96,49.7,95.4,332.9,236.5,,-75.14022544,39.99073157
1762296,937,4224-50 N FRONT ST,Alt Ed Center Hunting Park,786160485,19140,1,2004,K-12 School,164000,3931453.1,4069484,Not Available,Not Available,86,34.7,86.6,452.9,544.5,,-75.12665044,40.01540643
11861622.2,938,7833 LINDBERGH BLVD,International City Mews & Villas,881141500,19153,40,1971,Multifamily Housing,563550,12605726.1,4069744,Not Available,Not Available,86,43.4,92.3,34999.8,2075.6,,-75.24599699,39.90323248
Not Available,939,1600 ARCH ST,The Phoenix Building,888116304,19006,1,1925,Multifamily Housing,598068,16576236.4,4072331,Not Available,7661225.9,Not Available,44.2,111.7,11150.8,2409.6,,-75.16699475,39.95458014
Not Available,940,3901-31 D ST,"Driscoll Construction Co., Inc.",884044800,19124,1,1949,Other,61034,248697.7,4077977,Not Available,Not Available,Not Available,4.1,12.8,20.5,28.5,,-75.11801632,40.00859209
3193027.9,941,1200 E ERIE AVE,1200 E. Erie Avenue,884110000,19124,1,1925,Mixed Use Property,150000,2517793.3,4082877,Not Available,Not Available,Not Available,38.1,75.1,1136.5,458.3,,-75.10500277,40.00490788
1069036.9,942,2722 COMMERCE WAY,Select Nutrition Distributors,884292596,19154,1,2000,Distribution Center,199000,5726120.8,4083183,Not Available,Not Available,33,61.8,173.7,332.4,713.5,,-74.98038243,40.11132998
Not Available,1108,303 VINE ST,Penns View Apartments,881006325,19106,1,1908,Multifamily Housing,63000,2006245.8,4905423,Not Available,Not Available,77,31.8,100,1585.2,230.1,,-75.14496879,39.95619932
Not Available,1109,101-11 ARCH ST,Smythe Stores Condominiums,888053613,19106,1,1900,Multifamily Housing,63358,2060694.5,4905495,Not Available,Not Available,82,33.3,104.5,1863.7,236.3,,-75.14192222,39.95201825
Not Available,1110,24-30 BANK ST,Bank Street Court,881007600,19106,1,1860,Multifamily Housing,59000,1698868.9,4905844,Not Available,Not Available,80,28.8,90.4,1346.4,194.8,,-75.1454419,39.94906822
Not Available,1111,225-31 CHURCH ST,Sugar Refinery,881007000,19106,1,1900,Multifamily Housing,66104,1841487.1,4905892,Not Available,Not Available,88,27.9,87.5,2081.5,211.2,,-75.14490714,39.95097388
24492979.4,1112,3900 FORD RD,(PA2488) - Park Place Condos,888520216,19131,1,1962,Multifamily Housing,794056,12199026,4909717,Not Available,Not Available,88,46.2,80.6,1.8,2699.9,,-75.20869063,39.99878216
Not Available,1113,3 N CHRIS COLUMBUS BLVD,(PA2420) - Pier 3 Condominiums,884018803,19106,1,1923,Multifamily Housing,343800,13703561,4919477,Not Available,Not Available,9,46.4,145.7,69.7,1571.5,,-75.13946834,39.95040647
11613711.6,1114,246 W UPSAL ST,Upsal Gardens,881099015,19119,3,1932,Multifamily Housing,150000,2449102.9,4920198,Not Available,Not Available,84,93.8,132.6,6058,897.7,,-75.18767127,40.04308297
1258680.8,1115,4231-41 LOCUST ST,Fairfax Apartments,881121500,19104,1,1928,Multifamily Housing,144000,2947316,4920204,Not Available,Not Available,Not Available,29.2,73.4,8803.2,404.9,,-75.20849587,39.95399336
2433364.3,1193,5501-09 WAYNE AVE,Fairfax Apartments,881062010,19144,1,1912,Multifamily Housing,77000,439411,4975739,Not Available,Not Available,99,44.2,60.5,761.1,179.6,,-75.17667452,40.03107607
632836.8,1194,1811-19 CHESTNUT ST,(PA2450) - Belgravia,888088272,19103,1,1903,Multifamily Housing,67493,3035997.6,4978652,Not Available,Not Available,23,54.4,151.1,4584.8,381.8,,-75.17088639,39.95203496
1336762.2,1195,2600 MOORE ST,St. John Neumann Place,886760957,19145,1,2008,Multifamily Housing,80740,2317334.9,4978775,Not Available,Not Available,40,45.3,107.5,1891.8,336.8,,-75.18946633,39.93030424
Not Available,1196,5720 WISSAHICKON AVE,"Valley Greene Apartments, Inc",881085500,19144,1,1963,Multifamily Housing,55598,3881641.3,4979119,Not Available,Not Available,11,70.5,221.3,1284.2,445.1,,-75.18526512,40.02800881
Not Available,1197,1420 LOCUST ST,"(PA3537)	Academy House COA",772732000,19102,1,1977,Multifamily Housing,739800,25129274.2,4979554,Not Available,10520496.8,50,48.2,123.8,2.3,3580.4,,-75.16582997,39.94792804
4135446.9,1198,1721-33 N 10TH ST,380-University Village-Temple,881299190,19122,3,2004,Multifamily Housing,245287,8219204.3,4979781,Not Available,Not Available,45,50.4,122.9,9875,1162.2,,-75.15055658,39.97881579
163225.7,1199,1901-05 WALNUT ST,The Rittenhouse Plaza,881025500,19103,1,1924,Multifamily Housing,279109,6668365,4979799,Not Available,14159322.4,29,75.2,136.7,7297.4,1713.6,,-75.17253764,39.95064805
Not Available,1200,209-19 N 10TH ST,"On Lok House, Inc.",881008220,19107,1,1984,Multifamily Housing,51360,2475702.8,4979802,Not Available,Not Available,20,48.2,151.4,2411,283.9,,-75.15553466,39.95579744
1047805.3,1372,3301-59 N 15TH ST,ONTARIO WEST PKG GAR,777574550,19140,1,2000,Parking,482002,3744274.2,5036991,Not Available,Not Available,Not Available,9.9,26.7,81.8,485,,-75.15361704,40.00408201
9271722.5,1373,220 W RITTENHOUSE SQ,Council for Two Twenty West Rittenhouse Square,888082686,19103,1,1957,Multifamily Housing,141871,4907636.6,5037034,Not Available,Not Available,6,99.9,177.2,4731.1,1055.3,,-75.17326177,39.94947811
5935410.2,1374,7701 BUSTLETON AVE,7701 Bustleton,881170000,19152,1,1963,Multifamily Housing,64768,1055161,5037171,Not Available,Not Available,Not Available,107.9,147.4,3674.4,432.3,,-75.05407758,40.05399593
6842188.8,1375,7801 BUSTLETON AVE,7801 Bustleton,881170500,19152,1,1969,Multifamily Housing,60727,1233096.8,5037180,Not Available,Not Available,3,133,182.1,4222.8,500.2,,-75.05312987,40.055572
6332677.3,1376,2121 GLENDALE AVE,2121 Glendale,881172000,19152,1,1961,Multifamily Housing,58893,2823771.2,5037193,Not Available,Not Available,1,155.5,263.5,5775,649.6,,-75.05696884,40.05578114
9362455.4,1377,2101 GLENDALE AVE,2101 Glendale,881171500,19152,1,1965,Multifamily Housing,85253,1934262.8,5037203,Not Available,Not Available,2,132.5,186.6,6297.8,711.9,,-75.05792494,40.05602189
6304564.5,1378,7801 ALGON AVE,7801 Algon,881169000,19111,1,1966,Multifamily Housing,61876,1051237.2,5037213,Not Available,Not Available,7,118.9,160.3,3331.1,451.5,,-75.06607629,40.06234024
6199912.5,1379,5300 CHESTER AVE,Holy Family Home,881444900,19143,1,1972,Senior Care Community,148401,4459678.5,5038274,Not Available,Not Available,86,71.8,138.2,12330.1,840.7,,-75.22159459,39.93963149
1814180.2,943,5000 S. Broad Street,"Urban Outfitters, Inc. - Building #010",788008310,19112,1,1903,Office,53115,3899107.4,4084040,Not Available,Not Available,34,107.6,266.4,1056.1,543.5,,-75.17616195,39.88937157
217631.6,944,2527-37 N BROAD ST,"American Metal && Rubber, Inc.",884766800,19132,1,1900,Distribution Center,50000,94335.7,4092042,Not Available,Not Available,94,6.2,10.5,42.9,22.4,,-75.15455417,39.99174313
136954.3,945,615 N BROAD ST,Rodeph Shalom,771064001,19123,1,1927,Worship Facility,137000,2296931.4,4094880,Not Available,Not Available,53,33.8,102.2,1241.6,262.1,,-75.15999718,39.96359125
1923162,946,1300-38 BELMONT AVE,Devon/Belmont LLC,884220000,19104,1,1950,Self-Storage Facility,150000,2633588.7,4096072,Not Available,Not Available,Not Available,30.4,68.6,18.7,404.2,,-75.21382137,39.97561745
Not Available,947,5697 RISING SUN AVE,Tin K. Luu,884116452,19120,1,1960,Non-Refrigerated Warehouse,52782,652752.4,4096196,Not Available,Not Available,74,12.4,38.8,Not Available,74.9,,-75.10593277,40.03911408
22011022.7,948,1500 KITTY HAWK AVE,"Urban Outfitters, Inc. - Building #003, 007, 012, 015, 025, 543",788007700,19103,3,1916,Office,325133,29323751.6,4096299,Not Available,Not Available,Not Available,157.9,354.3,7974.1,4531.9,,-75.17777223,39.88924593
584302.6,949,2900A S 20TH ST?S,The Kinderman Family LP,884095070,19145,1,1940,Manufacturing/Industrial Plant,234365,4816201.8,4096807,Not Available,Not Available,Not Available,23,67.1,1564.8,583.4,,-75.18258906,39.91494094
3058516.3,950,7777 BREWSTER AVE,7777 Brewster Avenue,884165500,19153,2,1978,Non-Refrigerated Warehouse,107076,3603614.5,4096814,Not Available,Not Available,Not Available,62.2,135.7,750,575.7,,-75.23506149,39.90097382
2768027.6,1116,1340 RHAWN ST,Gloria Dei Estates,881228101,19111,1,1998,Multifamily Housing,122728,5304830.9,4923071,Not Available,Not Available,38,65.8,159.4,4831.2,735.5,,-75.06726234,40.06698697
11751241.5,1117,219-29 S 18TH ST,Parc Rittenhouse Condominium,888093017,19103,1,1928,Multifamily Housing,336319,24825425.4,4923240,Not Available,Not Available,1,112.1,276.7,22268.6,3471.1,,-75.1704229,39.94925385
1589042,1118,7600 E ROOSEVELT BLVD,Valmont Towers Condo Assn.,888560998,19152,1,1974,Multifamily Housing,85480,4862605,4923937,Not Available,Not Available,1,75.5,198.1,4655.7,642,,-75.05241929,40.05080073
23204162.3,1119,3901 CONSHOHOCKEN AVE,Greenbriar Club Apartments,881161000,19131,3,1970,Multifamily Housing,510612,13953827.8,4924093,Not Available,Not Available,28,100.8,185,24441.4,2832.7,,-75.20672217,40.00473898
7588634,1120,9601 ASHTON RD,Victoria Woods,881193500,19114,15,1971,Multifamily Housing,256300,7844051.5,4925757,Not Available,Not Available,47,60.2,127.2,15299.5,1302.6,,-75.01408394,40.06973958
Not Available,1121,212 BROWN ST,American Loft,888039250,19123,1,2009,Multifamily Housing,69894,2791039.2,4925764,Not Available,Not Available,56,39.9,125.4,1274,320.1,,-75.14176171,39.96282949
12493478.8,1122,5553 WISSAHICKON AVE,Park Heights Apartments,881063000,19144,1,1958,Multifamily Housing,291509,4557599.5,4925792,Not Available,Not Available,87,62.3,100.3,12979.5,1186.3,,-75.18267993,40.0272705
8535525.2,1123,5100 LEBANON AVE,Bryn Mawr Suites,881158500,19131,1,1955,Multifamily Housing,125000,1971180.6,4926155,Not Available,Not Available,40,94.7,136.5,7742.2,679.4,,-75.22703164,39.98873395
1992479.8,1201,3175 JOHN F KENNEDY BLV,385-University Crossings,881115750,19104,1,1926,Multifamily Housing,489553,24587107.4,4979914,Not Available,Not Available,10,54.3,162,13613,2925.5,,-75.1875812,39.95614945
Not Available,1202,8301 E ROOSEVELT BLVD,Deer Meadows,881449200,19152,1,1925,Residential Care Facility,380000,12276457.9,4988214,Not Available,Not Available,Not Available,44.6,140.2,11632.2,1407.9,,-75.04205705,40.06118077
Not Available,1203,7 N CHRIS COLUMBUS BLVD,(PA2449) - Pier 5 COA,888060400,19106,1,1985,Multifamily Housing,223950,6276821,4988462,Not Available,Not Available,74,30.6,95.9,8770.2,719.8,,-75.13910503,39.95151255
Not Available,1204,1039-55 FRANKFORD AVE,Frankford Lofts,881006090,19125,1,1930,Multifamily Housing,52000,1185796.2,4989748,Not Available,Not Available,89,22.8,71.6,767.5,136,,-75.13413921,39.96734454
2470300,1205,920 W SPENCER ST,Spencer Arms,881150800,19141,1,1960,Multifamily Housing,62895,980141.4,4989781,Not Available,Not Available,77,54.9,90.2,3791.1,243.6,,-75.13543742,40.04450053
Not Available,1206,600 S 24TH ST,(PA3558) - 2400 South,888304534,19146,5,1987,Multifamily Housing,229044,942066.8,4989832,Not Available,Not Available,100,4.1,12.9,38.9,108,,-75.18167601,39.94521471
18563625.3,1207,5600 OGONTZ AVE,Regency Village,881074500,19141,7,1940,Multifamily Housing,234260,2593901.3,4989835,Not Available,Not Available,52,105.2,137.4,20365,1283.5,,-75.15127866,40.03956736
1376481.6,1208,3510-30 SCOTTS LN,Scotts Mills,881137200,19129,1,1940,Office,126339,2350195.8,4989929,Not Available,Not Available,97,29.5,69.9,1317.3,342.6,,-75.18568193,40.00740228
17983933.2,1380,3701-15 CHESTNUT ST,International House Philadelphia,881822460,19104,1,1970,Multifamily Housing,184000,9291408.3,5040148,Not Available,Not Available,4,160.4,282.7,7920.4,2020.7,,-75.19694222,39.95538511
5345665,1381,111 S 15TH ST,Packard Grande,888087200,19102,1,1924,Multifamily Housing,444600,25281258.4,5042578,Not Available,Not Available,35,68.9,191.2,11042.2,3183.2,,-75.16549454,39.95065369
11634839.6,1382,901 N PENN ST,Waterfront Square,888062668,19123,4,2009,Multifamily Housing,1032000,23162522.4,5042598,Not Available,Not Available,72,40.8,99.7,21389,3274.3,,-75.13450966,39.96170718
Not Available,1383,2429-41 LOCUST ST,Locust Point Condominium Association,888049620,19103,1,2007,Multifamily Housing,118975,4445136.5,5044744,Not Available,Not Available,40,51.7,162.3,2616,509.8,,-75.18062136,39.95044217
783399.7,1384,2198 HORNIG RD,PAID Hornig Rd,883095100,19116,1,1980,Manufacturing/Industrial Plant,55000,6396810.8,5045083,Not Available,Not Available,Not Available,130.5,380.2,903.9,775.2,,-74.99447729,40.1139587
5620850.4,1385,7373 RIDGE AVE,Ridge Carlton Apartments,881089500,19128,1,1970,Multifamily Housing,161310,494714.1,5045741,Not Available,Not Available,100,37.9,46.2,6262.6,355.3,,-75.23399076,40.04796235
2058135.5,1386,6950 GERMANTOWN AVE,Germantown Apartments (202) and Cottages (811),881450000,19119,3,2006,Multifamily Housing,66032,2716058.5,5048472,Not Available,Not Available,11,72.3,161.9,3816.5,410.6,,-75.18871393,40.05533362
1173967.2,1387,315 W JOHNSON ST,"NewCourtland Apartments at Cliveden, L.P.",886761616,19144,1,2009,Multifamily Housing,57209,1792016.5,5049288,Not Available,Not Available,41,51.8,119.9,1550.9,261.1,,-75.18844798,40.0405999
2005356,951,4400 W GIRARD AVE,CSE Centennial Village,881437000,19104,1,1978,Senior Care Community,75972,5414666.6,4096892,Not Available,Not Available,31,97.7,251.5,6011.4,727.5,,-75.2125862,39.97281627
4745935.8,952,2101 E VENANGO ST,Active Radiator,884201700,19134,1,1921,Manufacturing/Industrial Plant,65000,83692.7,4099796,Not Available,Not Available,Not Available,74.3,80.7,258.7,261.7,,-75.09952833,39.99718389
1035259.7,953,2100 BYBERRY RD,2100 Byberry Road,884236000,19116,1,1954,Non-Refrigerated Warehouse,130500,1355303,4102725,Not Available,Not Available,88,18.3,40.9,90.1,210.4,,-75.00396861,40.10801521
Not Available,954,500-50 E ERIE AVE,500 Erie Ave,884048000,19134,1,1930,Distribution Center,130000,1260712.5,4104348,Not Available,Not Available,80,9.7,30.5,191.4,144.6,,-75.11837191,40.00582331
108444.6,955,1248 JACKSON ST,Our Lady of Hope,771514000,19148,1,1963,K-12 School,55831,364230,4104890,1308185,Not Available,100,31.9,46.2,468.5,144.6,,-75.16753957,39.92259199
953221.2,956,4700-22 PARKSIDE AVE,Discovery Charter School,882966275,19131,1,1930,K-12 School,57434,1805586.4,4115611,Not Available,Not Available,67,48,116.1,874.3,257.7,,-75.21398801,39.97697121
11390475.1,957,8350 ENTERPRISE AVE,Distribution Center #9001,773102500,19153,1,1969,Non-Refrigerated Warehouse,385000,9203924.6,4123417,Not Available,Not Available,62,53.5,106.1,325.7,1660.5,,-75.22484882,39.88513464
192559.5,958,5720-38 MEDIA ST,Bluford,783318200,19131,1,1909,K-12 School,99926,3064892.5,4123938,4485487,Not Available,6,77.5,143.7,490.3,694.6,,-75.23598866,39.97399531
15261813.9,1124,202-10 W RITTENHOUSE SQ,(PA2473) - Rittenhouse Condo & Hotel,888085258,19103,1,1989,Multifamily Housing,625796,33786180.2,4926217,Not Available,Not Available,6,85.6,213.1,23424.8,4685.2,,-75.17340398,39.94984228
Not Available,1125,221 W JOHNSON ST,Nugent Senior Apartments,886653700,19144,1,2013,Multifamily Housing,54015,1390989.5,4926233,Not Available,Not Available,86,25.8,80.9,675.6,159.5,,-75.18624095,40.04251272
6582890.9,1126,4991 PARKSIDE AVE,Wynnefield Terrace Associates LP,881155300,19131,10,1955,Multifamily Housing,109783,245255.5,4926250,Not Available,Not Available,99,62.2,70,5389.1,377.8,,-75.22465005,39.98899932
2337911.8,1127,1601 E PALMER ST,Neumann Senior Housing,881130485,19125,1,2006,Multifamily Housing,99000,3625454.7,4926582,Not Available,Not Available,15,60.2,139.8,3053,539.9,,-75.13214144,39.97541288
2404328.4,1128,4628 LEIPER ST,Avondale Apartments,881105000,19124,1,1960,Multifamily Housing,82600,2597333.8,4926643,Not Available,Not Available,43,60.6,129.3,6995,425.6,,-75.08698036,40.01803854
7846973.1,1129,210 W WASHINGTON SQ,(PA2418) - Ayer Condominium,888059176,19106,1,1929,Multifamily Housing,107879,7943026.8,4926791,Not Available,Not Available,1,146.4,307.6,5352.7,1327.7,,-75.15364916,39.94723996
