pid,dc_real_pid,pm_pid,property_name,pm_parent_pid,parent_property_name,year_ending,report_status,address_of_record,owner_of_record,ward,reported_address,city,state,postal_code,year_built,primary_ptype_self,primary_ptype_epa,tax_record_floor_area,reported_gross_floor_area,energy_star_score,site_eui,weather_norm_site_eui,source_eui,weather_norm_source_eui,total_ghg_emissions,total_ghg_emissions_intensity,water_use,electricity_use,natural_gas_use,fuel_use,district_water_use,metered_areas_energy,metered_areas_water,latitude,longitude
DC21060003,2106_0003,N/A,,,,12/31/2016,No Report Recieved,3000 CONNECTICUT AV NW,COLUMBIA REALTY VENTURE LLC,3,,Washington,DC,,1925,,,193757,,,,,,,,,,,,,,,,38.92990026,-77.05556773
DC21060106,2106_0106,N/A,,,,12/31/2016,No Report Recieved,2900 CONNECTICUT AV NW,SCM SUB LLC,3,,Washington,DC,,1921,,,172570,,,,,,,,,,,,,,,,38.92888421,-77.05536915
DC21080040,2108_0040,N/A,,,,12/31/2016,No Report Recieved,2700 CONNECTICUT AVE NW,2700 CONECTICUT AVENUE LLC,3,,Washington,DC,,1921,,,91304,,,,,,,,,,,,,,,,38.92597194,-77.05337582
DC21320026,2132_0026,N/A,,,,12/31/2016,No Report Recieved,2401 CALVERT ST NW,CALVERT HOUSE ASSOCIATES LLC,3,,Washington,DC,,1964,,,240528,,,,,,,,,,,,,,,,38.92396194,-77.05311692
DC21320030,2132_0030,N/A,,,,12/31/2016,No Report Recieved,2745 29TH ST NW,DELANO LLC,3,,Washington,DC,,1942,,,151582,,,,,,,,,,,,,,,,38.9249484,-77.0571543
DC21321086,2132_1086,N/A,,,,12/31/2016,No Report Recieved,2501 CALVERT ST NW,SHOREHAM NORTH CONDOMINIUM,3,,Washington,DC,,1968,,,103032,,,,,,,,,,,,,,,,38.9235819,-77.0544833
DC22040161,2204_0161,N/A,,,,12/31/2016,No Report Recieved,2633 - 2641 CONNECTICUT AV NW,GROSVENOR URBAN RETAIL LP,3,,Washington,DC,,1989,,,60588,,,,,,,,,,,,,,,,38.9247413,-77.0518026
DC22080810,2208_0810,N/A,,,,12/31/2016,No Report Recieved,2807 CONNECTICUT AV NW,LMG 2807 LLC,3,,Washington,DC,,1924,,,53088,,,,,,,,,,,,,,,,38.9272933,-77.0532516
DC22100001,2210_0001,3984805,2301 Connecticut Plaza,3984618,Connecticut Plaza,12/31/2016,Data under review by DOEE,2301 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3,2301 Cathedral Ave NW,Washington,DC,20008,1923,Multifamily Housing,Multifamily Housing,51541,51541,98,31.9,32.3,74.4,74.7,149.4,2.9,1191.3,295148,6392.350637,,,Whole Building,Whole Building,38.92802568,-77.05293566
DC22100006,2210_0006,N/A,,,,12/31/2016,No Report Recieved,2929 CONNECTICUT AVE NW,DARO REALTY INC,3,,Washington,DC,,1937,,,83284,,,,,,,,,,,,,,,,38.92898245,-77.05431754
DC22100007,2210_0007,N/A,,,,12/31/2016,No Report Recieved,2331 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3,,Washington,DC,,1926,,,54786,,,,,,,,,,,,,,,,38.92821539,-77.05334522
DC0515N0866,0515N_0866,N/A,,,,12/31/2016,No Report Recieved,0425 L ST NW,SQUARE N515 ASSOCIATES LLC,6,,Washington,DC,,2011,,,414571,,,,,,,,,,,,,,,,,
DC05400847,0540_0847,N/A,,,,12/31/2016,No Report Recieved,0301 G ST SW,CAPITOL PARK TOWER LLC,6,,Washington,DC,,1962,,,305520,,,,,,,,,,,,,,,,,
DC22140806,2214_0806,N/A,,,,12/31/2016,No Report Recieved,3133 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3,,Washington,DC,,1931,,,484056,,,,,,,,,,,,,,,,38.9316585,-77.0556076
DC06210248,0621_0248,N/A,,,,12/31/2016,No Report Recieved,0043 K ST NW,SEVERNA PHASE II LLC,6,,Washington,DC,,2014,,,152325,,,,,,,,,,,,,,,,,
DC22250011,2225_0011,N/A,,,,12/31/2016,No Report Recieved,2850 QUEBEC ST NW,ADAS ISRAEL HEBREW CONGREGATION,3,,Washington,DC,,1951,,,93950,,,,,,,,,,,,,,,,38.9369545,-77.0575097
DC22260800,2226_0800,N/A,,,,12/31/2016,No Report Recieved,3601 CONNECTICUT AVE NW,BROADMOOR COOPERATIVE,3,,Washington,DC,,1930,,,308077,,,,,,,,,,,,,,,,38.9378199,-77.0585743
DC22261096,2226_1096,N/A,,,,12/31/2016,No Report Recieved,3701 CONNECTICUT AVE NW,WILTSHIRE CONDOMINIUM,3,,Washington,DC,,1951,,,134705,,,,,,,,,,,,,,,,38.9382902,-77.0593436
DC22340001,2234_0001,N/A,,,,12/31/2016,No Report Recieved,3945 CONNECTICUT AVE NW,TFO FEVA UIP TILDEN LLC,3,,Washington,DC,,1923,,,70550,,,,,,,,,,,,,,,,38.940523,-77.060923
DC22340003,2234_0003,N/A,,,,12/31/2016,No Report Recieved,3801 CONNECTICUT AVE NW,WASHREIT 3801 CONNECTICUT AVE TRUSTEE LLC,3,,Washington,DC,,1951,,,161139,,,,,,,,,,,,,,,,38.93936125,-77.06007692
DC22351478,2235_1478,N/A,,,,12/31/2016,No Report Recieved,4007 CONNECTICUT AVE NW,TILDEN COURT CONDOMINIUM,3,,Washington,DC,,1930,,,50571,,,,,,,,,,,,,,,,38.9413164,-77.0615749
DC22430068,2243_0068,N/A,,,,12/31/2016,No Report Recieved,4101 CONNECTICUT AV,EDMUND BURKE SCHOOL INC,3,,Washington,DC,,2006,,,54360,,,,,,,,,,,,,,,,38.9423866,-77.062035
DC06237000,0623_7000,N/A,,,,12/31/2016,No Report Recieved,99 H ST NW,CV 77 H STREET LLC,6,,Washington,DC,,2013,,,78021,,,,,,,,,,,,,,,,,
DC23390003,2339_0003,N/A,,,,12/31/2016,No Report Recieved,6200 OREGON AV NW,ARMY DISTAFF FOUNDATION INC,4,,Washington,DC,,1961,,,302511,,,,,,,,,,,,,,,,38.97153506,-77.05495652
DC25280302,2528_0302,N/A,,,,12/31/2016,No Report Recieved,2000 CONNECTICUT AVE NW,KS 2000 CONNECTICUT LLC,2,,Washington,DC,,1936,,,128664,,,,,,,,,,,,,,,,38.91704087,-77.04716745
DC25280891,2528_0891,N/A,,,,12/31/2016,No Report Recieved,2231 CALIFORNIA ST NW,WILLIAM PENNSYLVANIA LTD,2,,Washington,DC,,1943,,,65514,,,,,,,,,,,,,,,,38.91594385,-77.0501601
DC25291109,2529_1109,N/A,,,,12/31/2016,No Report Recieved,2230 CALIFORNIA ST NW,THE SANFORD CONDOMINIUM,2,,Washington,DC,,1917,,,59312,,,,,,,,,,,,,,,,38.9157037,-77.0499967
DC25300303,2530_0303,N/A,,,,12/31/2016,No Report Recieved,2144 CALIFORNIA ST NW,2144 CALIFORNIA STREET LLC,2,,Washington,DC,,1959,,,87955,,,,,,,,,,,,,,,,38.9159998,-77.0483047
DC25300817,2530_0817,N/A,,,,12/31/2016,No Report Recieved,2122 CALIFORNIA ST NW,WESTMORELAND COOPERATIVE,2,,Washington,DC,,1905,,,84667,,,,,,,,,,,,,,,,38.9162197,-77.0474248
DC25350833,2535_0833,N/A,,,,12/31/2016,No Report Recieved,1919 CONNECTICUT AV,DUPONT HOTEL PROJECT OWNER LLC,1,,Washington,DC,,1965,,,973414,,,,,,,,,,,,,,,,38.91647177,-77.04523912
DC25370153,2537_0153,N/A,,,,12/31/2016,No Report Recieved,2220 20TH ST NW,MENDOTA APARTMENTS INC,1,,Washington,DC,,1908,,,87737,,,,,,,,,,,,,,,,38.9188183,-77.0463278
DC25370300,2537_0300,N/A,,,,12/31/2016,No Report Recieved,2101 CONNECTICUT AVE NW,2101 CONNECTICUT AVENUE,1,,Washington,DC,,1928,,,236646,,,,,,,,,,,,,,,,38.91837919,-77.04706904
DC25451139,2545_1139,N/A,,,,12/31/2016,No Report Recieved,1900 KALORAMA PL,KALORAMA PLACE,1,,Washington,DC,,0,,,130541,,,,,,,,,,,,,,,,38.9210927,-77.0458581
DC25530073,2553_0073,N/A,,,,12/31/2016,No Report Recieved,1884 COLUMBIA RD NW,ADAMS-MORGAN ASSOCIATES,1,,Washington,DC,,1965,,,187707,,,,,,,,,,,,,,,,38.91900547,-77.04425918
DC25601493,2560_1493,N/A,,,,12/31/2016,No Report Recieved,2328 CHAMPLAIN ST NW,THE LOFTS @ ADAMS MORGAN CONDO,1,,Washington,DC,,2002,,,63767,,,,,,,,,,,,,,,,38.9206586,-77.0413024
DC25711211,2571_1211,N/A,,,,12/31/2016,No Report Recieved,2440 16TH ST NW,THE PARK TOWER CONDO,1,,Washington,DC,,1929,,,68627,,,,,,,,,,,,,,,,38.92196,-77.0371949
DC25740829,2574_0829,N/A,,,,12/31/2016,No Report Recieved,2651 16TH ST NW,CENTURY PARTNERS 16TH STREET LLC,1,,Washington,DC,,1937,,,77367,,,,,,,,,,,,,,,,38.92459139,-77.0360003
DC25740831,2574_0831,N/A,,,,12/31/2016,No Report Recieved,2601 16TH ST NW,HOWARD UNIVERSITY (LAND ONLY),1,,Washington,DC,,1942,,,183744,,,,,,,,,,,,,,,,38.92362583,-77.03588045
DC25760063,2576_0063,N/A,,,,12/31/2016,No Report Recieved,1631 EUCLID ST NW,JUBILEE HOUSING LIMITED PARTNERSHIP,1,,Washington,DC,,1927,,,59772,,,,,,,,,,,,,,,,38.923459,-77.038043
DC25860812,2586_0812,N/A,,,,12/31/2016,No Report Recieved,3025 ONTARIO RD NW,3025 ONTARIO ROAD INC,1,,Washington,DC,,1949,,,54862,,,,,,,,,,,,,,,,38.9260628,-77.04393453
DC25860813,2586_0813,N/A,,,,12/31/2016,No Report Recieved,2853 ONTARIO RD NW,ONTARIO OWNERS INC,1,,Washington,DC,,1905,,,198381,,,,,,,,,,,,,,,,38.9260611,-77.0425009
DC25860814,2586_0814,N/A,,,,12/31/2016,No Report Recieved,1801 CLYDESDALE PL NW,SAXONY COOPERATIVE APARTMENTS INC,1,,Washington,DC,,1950,,,120823,,,,,,,,,,,,,,,,38.9262558,-77.0434453
DC25890477,2589_0477,N/A,,,,12/31/2016,No Report Recieved,1700 HARVARD ST NW,ELAINE G MILLER,1,,Washington,DC,,1954,,,86710,,,,,,,,,,,,,,,,38.9268328,-77.0404118
DC25890800,2589_0800,N/A,,,,12/31/2016,No Report Recieved,1669 COLUMBIA RD NW,PLAZA WEST COOPERATIVE & DISTRICT OF COLUMBIA,1,,Washington,DC,,0,,,52022,,,,,,,,,,,,,,,,38.92572253,-77.03867326
DC25911367,2591_1367,N/A,,,,12/31/2016,No Report Recieved,1613 HARVARD STREET NW,EMBASSY CONDO,1,,Washington,DC,,1923,,,67964,,,,,,,,,,,,,,,,38.9273293,-77.0372803
DC25951055,2595_1055,N/A,,,,12/31/2016,No Report Recieved,3145 MOUNT PLEASANT ST NW,3145 MOUNT PLEASANT ST LP,1,,Washington,DC,,1912,,,58040,,,,,,,,,,,,,,,,38.929892,-77.037447
DC26081026,2608_1026,N/A,,,,12/31/2016,No Report Recieved,1610 PARK RD NW,BUZ PARTNERSHIP,1,,Washington,DC,,1941,,,102238,,,,,,,,,,,,,,,,38.93179702,-77.03725646
DC06237008,0623_7008,N/A,,,,12/31/2016,No Report Recieved,99 H ST NW,CV 77 G STREET LLC,6,,Washington,DC,,2013,,,83793,,,,,,,,,,,,,,,,,
DC06650026,0665_0026,N/A,,,,12/31/2016,No Report Recieved,1930 1ST ST SW,POTOMAC ELECTRIC POWER COMPANY,6,,Washington,DC,,1934,,,97230,,,,,,,,,,,,,,,,,
DC26150098,2615_0098,N/A,,,,12/31/2016,No Report Recieved,1818 NEWTON ST NW,STODDARD BAPTIST HOME INC,1,,Washington,DC,,1898,,,63886,,,,,,,,,,,,,,,,38.9338385,-77.042433
DC06710027,0671_0027,N/A,,,,12/31/2016,No Report Recieved,33 NEW YORK AVE NE,JBG 33 NEW YORK HOTEL LLC,6,,Washington,DC,,2014,,,109290,,,,,,,,,,,,,,,,,
DC06730849,0673_0849,N/A,,,,12/31/2016,No Report Recieved,0060 L ST NE,NOMA DEVELOPMENT LLC,6,,Washington,DC,,2015,,,392293,,,,,,,,,,,,,,,,,
DC26600238,2660_0238,N/A,,,,12/31/2016,No Report Recieved,1430 BELMONT ST NW,E & G DC CO-OP OWNER LLC,1,,Washington,DC,,1928,,,51150,,,,,,,,,,,,,,,,38.920194,-77.0330309
DC26671741,2667_1741,N/A,,,,12/31/2016,No Report Recieved,2750 14TH ST NW,THE HEIGHTS OF COLUMBIA CONDO,1,,Washington,DC,,2006,,,54778,,,,,,,,,,,,,,,,38.9252369,-77.0326704
DC26700839,2670_0839,N/A,,,,12/31/2016,No Report Recieved,2900 14TH ST NW,COLUMBIA HGTS VILLAGE APARTMENT LP,1,,Washington,DC,,1977,,,170710,,,,,,,,,,,,,,,,38.9270583,-77.0328828
DC26710817,2671_0817,N/A,,,,12/31/2016,No Report Recieved,1501 COLUMBIA RD NW,NATIONAL BAPTIST MEMORIAL CHURCH,1,,Washington,DC,,1909,,,50040,,,,,,,,,,,,,,,,38.9271214,-77.0360257
DC26720888,2672_0888,N/A,,,,12/31/2016,No Report Recieved,1400 IRVING ST NW,COLUMBIA HEIGHTS VENTURES PARCEL 26 LLC,1,,Washington,DC,,2007,,,288311,,,,,,,,,,,,,,,,38.92853045,-77.03362364
DC26720889,2672_0889,N/A,,,,12/31/2016,No Report Recieved,1444 IRVING ST NW,HIGHLAND PARK WEST INVESTORS LLC,1,,Washington,DC,,2012,,,268299,,,,,,,,,,,,,,,,38.9283528,-77.03424921
DC26770811,2677_0811,N/A,,,,12/31/2016,No Report Recieved,3355 16TH ST NW,EDWARD J LENKIN,1,,Washington,DC,,1942,,,75717,,,,,,,,,,,,,,,,38.93288831,-77.0360392
DC26880043,2688_0043,N/A,,,,12/31/2016,No Report Recieved,3500 14TH ST NW,CAVALIER APARTMENTS LP,1,,Washington,DC,,1927,,,235994,,,,,,,,,,,,,,,,38.93462524,-77.0331782
DC06740854,0674_0854,N/A,,,,12/31/2016,No Report Recieved,1050 1ST ST NE,SENTINEL SQUARE II L L C,6,,Washington,DC,,2014,,,341600,,,,,,,,,,,,,,,,,
DC27110802,2711_0802,N/A,,,,12/31/2016,No Report Recieved,5000 14TH ST NW,THE KINGSBURY CENTER INC,4,,Washington,DC,,0,,,59771,,,,,,,,,,,,,,,,38.95098178,-77.03406582
DC27260822,2726_0822,N/A,,,,12/31/2016,No Report Recieved,1444 ROCK CREEK FORD RD NW,ROCKFORD APARTMENTS LP,4,,Washington,DC,,1959,,,77000,,,,,,,,,,,,,,,,38.9636319,-77.035276
DC27270801,2727_0801,N/A,,,,12/31/2016,No Report Recieved,6101 16TH ST NW,RITTENHOUSE APARTMENTS LLC,4,,Washington,DC,,1957,,,390470,,,,,,,,,,,,,,,,38.964946,-77.034845
DC0699N0823,0699N_0823,N/A,,,,12/31/2016,No Report Recieved,1011 1ST ST SE,TOLL DC LP,6,,Washington,DC,,2014,,,263354,,,,,,,,,,,,,,,,,
DC07010171,0701_0171,N/A,,,,12/31/2016,No Report Recieved,1263-1265 1ST ST SE,CAPITAL RIVERFRONT HOTEL LLC,6,,Washington,DC,,2014,,,118944,,,,,,,,,,,,,,,,,
DC28010803,2801_0803,N/A,,,,12/31/2016,No Report Recieved,1365 KENNEDY ST NW,MADISON TRUSTEE COOPERATIVE INC,4,,Washington,DC,,1936,,,50739,,,,,,,,,,,,,,,,38.95654686,-77.03258597
DC28430078,2843_0078,N/A,,,,12/31/2016,No Report Recieved,1375 KENYON ST NW,TRIANGLE DEVELOPMENT ASSOCIATES LLC,1,,Washington,DC,,2005,,,147960,,,,,,,,,,,,,,,,38.9299262,-77.0317907
DC28490106,2849_0106,N/A,,,,12/31/2016,No Report Recieved,1301 - 1313 COLUMBIA RD NW,COLUMBIA HGTS VILLAGE APARTMENT LP,1,,Washington,DC,,1972,,,67419,,,,,,,,,,,,,,,,38.9277301,-77.0305902
DC28490839,2849_0839,N/A,,,,12/31/2016,No Report Recieved,3017 14TH ST NW,TRINITY TOWERS APARTMENTS LP,1,,Washington,DC,,1929,,,101814,,,,,,,,,,,,,,,,38.92817583,-77.03221407
DC28540095,2854_0095,N/A,,,,12/31/2016,No Report Recieved,1339 HARVARD ST NW,COLUMBIA HGTS VILLAGE APARTMENT LP,1,,Washington,DC,,1977,,,93747,,,,,,,,,,,,,,,,38.927328,-77.031091
DC28680820,2868_0820,N/A,,,,12/31/2016,No Report Recieved,1312 - 1350 CLIFTON ST NW,CLIFTON TERRACE L P,1,,Washington,DC,,1916,,,111224,,,,,,,,,,,,,,,,38.9221163,-77.0313037
DC28920916,2892_0916,N/A,,,,12/31/2016,No Report Recieved,3232 GEORGIA AVE NW,3232 GEORGIA RETAIL LLC,1,,Washington,DC,,2013,,,115146,,,,,,,,,,,,,,,,38.9308877,-77.0237711
DC28970150,2897_0150,N/A,,,,12/31/2016,No Report Recieved,3600 GEORGIA AVE NW,EUPHEMIA L HAYNES PUBLIC CHARTER SCHOOL INC,1,,Washington,DC,,2008,,,52100,,,,,,,,,,,,,,,,38.93453597,-77.02424564
DC07010853,0701_0853,N/A,,,,12/31/2016,No Report Recieved,55 M ST SE,HINES GLOBAL REIT 55 M STREET LLC,6,,Washington,DC,,2009,,,393035,,,,,,,,,,,,,,,,,
DC29060854,2906_0854,N/A,,,,12/31/2016,No Report Recieved,3912 GEORGIA AVE NW,MC 2 COMMUNITY DEVELOPMENT CORPORATION,4,,Washington,DC,,2010,,,122904,,,,,,,,,,,,,,,,38.939189,-77.0250325
DC29067000,2906_7000,N/A,,,,12/31/2016,No Report Recieved,3910 - 3912 GEORGIA AVE NW,3910 GEORGIA AVE ASSOCIATES LP 1-A,4,,Washington,DC,,2011,,,118950,,,,,,,,,,,,,,,,38.9391982,-77.0253589
DC29107002,2910_7002,N/A,,,,12/31/2016,No Report Recieved,4100 GEORGIA AVE NW,4100 GEORGIA AVE LIMITED PARTNERSHIP,4,,Washington,DC,,2009,,,75240,,,,,,,,,,,,,,,,38.9409974,-77.0259367
DC29600017,2960_0017,N/A,,,,12/31/2016,No Report Recieved,7820 GEORGIA AV NW,JEMAL'S GATEWAY DC LLC,4,,Washington,DC,,1967,,,52077,,,,,,,,,,,,,,,,38.9845543,-77.027291
DC30640044,3064_0044,N/A,,,,12/31/2016,No Report Recieved,2301 GEORGIA AVE NW,HOWARD UNIVERSITY (LAND ONLY),1,,Washington,DC,,1906,,,119700,,,,,,,,,,,,,,,,38.92061614,-77.02162297
DC07390801,0739_0801,N/A,,,,12/31/2016,No Report Recieved,0125 CANAL ST SE,CAPITOL HOUSING PARTNERS LLC,6,,Washington,DC,,1900,,,60380,,,,,,,,,,,,,,,,,
DC07520862,0752_0862,N/A,,,,12/31/2016,No Report Recieved,0701 2ND ST NE,STATION TOWNHOUSES LLC,6,,Washington,DC,,2015,,,368602,,,,,,,,,,,,,,,,,
DC30800073,3080_0073,N/A,,,,12/31/2016,No Report Recieved,400 V ST NW,HOWARD UNIVERSITY (LAND ONLY),1,,Washington,DC,,1994,,,193293,,,,,,,,,,,,,,,,38.91803,-77.018291
DC31151855,3115_1855,N/A,,,,12/31/2016,No Report Recieved,0150 V ST NW,PARKER FLATS @ GAGE SCHOOL,5,,Washington,DC,,1904,,,71567,,,,,,,,,,,,,,,,38.9178795,-77.0142288
DC31290801,3129_0801,N/A,,,,12/31/2016,No Report Recieved,111 MICHIGAN AVE NW,WASHINGTON HOSPITAL CENTER,5,,Washington,DC,,1975,,,823802,,,,,,,,,,,,,,,,38.92727387,-77.01439601
DC31803016,3180_3016,N/A,,,,12/31/2016,No Report Recieved,0500 BRUMMEL CT NW,BRUMMEL MANOR CONDO,4,,Washington,DC,,1980,,,128826,,,,,,,,,,,,,,,,38.9805054,-77.0224071
DC07710811,0771_0811,N/A,,,,12/31/2016,No Report Recieved,0401 M ST SE,FC 1212 LLC,6,,Washington,DC,,2014,,,139977,,,,,,,,,,,,,,,,,
DC33790823,3379_0823,N/A,,,,12/31/2016,No Report Recieved,5909 BLAIR RD NW,VERITAS GROUP IV L L C,4,,Washington,DC,,1962,,,75568,,,,,,,,,,,,,,,,38.96157973,-77.0093888
DC35180029,3518_0029,N/A,,,,12/31/2016,No Report Recieved,1500 ECKINGTON PL NE,XM 1500 ECKINGTON LLC,5,,Washington,DC,,1905,,,342902,,,,,,,,,,,,,,,,38.90977189,-77.00554107
DC35600810,3560_0810,N/A,,,,12/31/2016,No Report Recieved,200 RHODE ISLAND AVE NE,MT INVESTMENTS LLC,5,,Washington,DC,,1936,,,74064,,,,,,,,,,,,,,,,38.9189304,-77.003141
DC35600811,3560_0811,N/A,,,,12/31/2016,No Report Recieved,0210 RHODE ISLAND AV NE,MT INVESTMENTS LLC,5,,Washington,DC,,1937,,,78372,,,,,,,,,,,,,,,,38.9190519,-77.002847
DC35870805,3587_0805,N/A,,,,12/31/2016,No Report Recieved,0350 MORSE ST NE,JEMAL'S TKO L L C,5,,Washington,DC,,1955,,,50725,,,,,,,,,,,,,,,,38.90871083,-77.00044605
DC07710813,0771_0813,N/A,,,,12/31/2016,No Report Recieved,1212 4TH ST SE,FC 1212 LLC,6,,Washington,DC,,2014,,,83912,,,,,,,,,,,,,,,,,
DC36290814,3629_0814,N/A,,,,12/31/2016,No Report Recieved,0600 - 0602 RHODE ISLAND AV NE,MRP 600 RI LLC,5,,Washington,DC,,0,,,51256,,,,,,,,,,,,,,,,38.920934,-76.9986857
DC36360810,3636_0810,N/A,,,,12/31/2016,No Report Recieved,705 EDGEWOOD ST NE,705 EDGEWOOD ASSOCIATES LLC,5,,Washington,DC,,1955,,,63476,,,,,,,,,,,,,,,,38.92365225,-76.99585571
DC08580866,0858_0866,N/A,,,,12/31/2016,No Report Recieved,0600 H ST NE,H STREET NE OWNER LLC,6,,Washington,DC,,2015,,,449882,,,,,,,,,,,,,,,,,
DC36630004,3663_0004,N/A,,,,12/31/2016,No Report Recieved,3900 HAREWOOD RD NE,"""KNIGHTS OF COLUMBUS FAMILY LIFE BUREAU",5,,Washington,DC,,2001,,,63373,,,,,,,,,,,,,,,,38.9380668,-77.00439399
DC36640823,3664_0823,N/A,,,,12/31/2016,No Report Recieved,0400 - 0490 TAYLOR ST NE,HEIGHTS LP,5,,Washington,DC,,1980,,,154532,,,,,,,,,,,,,,,,38.9407625,-76.9996528
DC36980012,3698_0012,N/A,,,,12/31/2016,No Report Recieved,0017 - 0023 RIGGS RD NE,CHILLUM MANOR LLC,5,,Washington,DC,,1942,,,60779,,,,,,,,,,,,,,,,38.95484798,-77.0075955
DC08590838,0859_0838,N/A,,,,12/31/2016,No Report Recieved,625 H ST NE,MEPT ANTHOLOGY LLC,6,,Washington,DC,,2015,,,285413,,,,,,,,,,,,,,,,,
DC08590839,0859_0839,N/A,,,,12/31/2016,No Report Recieved,645 H ST NE,U S REIF 645 H STREET WASHINGTON DC LLC,6,,Washington,DC,,1987,,,77521,,,,,,,,,,,,,,,,,
DC38200082,3820_0082,N/A,,,,12/31/2016,No Report Recieved,655 TAYLOR ST NE,MECO LLC,5,,Washington,DC,,1963,,,89776,,,,,,,,,,,,,,,,38.93953824,-76.99624466
DC38310047,3831_0047,N/A,,,,12/31/2016,No Report Recieved,3305 8TH ST NE,BROOKLAND ARTSPACE LOFTS LLC,5,,Washington,DC,,2011,,,55328,,,,,,,,,,,,,,,,38.9307061,-76.9945974
DC38460085,3846_0085,N/A,,,,12/31/2016,No Report Recieved,802 - 810 RHODE ISLAND AVE NE,GREATER MOUNT CALVARY HOLY CHURCH,5,,Washington,DC,,1928,,,57815,,,,,,,,,,,,,,,,38.9218471,-76.9945834
DC38480820,3848_0820,N/A,,,,12/31/2016,No Report Recieved,1060 BRENTWOOD RD NE,ACADIA BRENTWOOD LLC,5,,Washington,DC,,2006,,,58129,,,,,,,,,,,,,,,,38.92025089,-76.99287485
DC10710805,1071_0805,N/A,,,,12/31/2016,No Report Recieved,1501 EAST CAPITOL ST SE,HOLY COMFORTER CATHOLIC SCHOOL,6,,Washington,DC,,1922,,,52626,,,,,,,,,,,,,,,,,
DC10770130,1077_0130,N/A,,,,12/31/2016,No Report Recieved,1600 PENNSYLVANIA AVE SE,PENN AVENUE PARTNERSHIP LLC,6,,Washington,DC,,2015,,,54490,,,,,,,,,,,,,,,,,
DC11712893,1171_2893,N/A,,,,12/31/2016,No Report Recieved,2900 K ST NW,THE RESIDENCES @ HARBOURSIDE,2,,Washington,DC,,2009,,,99485,,,,,,,,,,,,,,,,,
DC11732380,1173_2380,N/A,,,,12/31/2016,No Report Recieved,3030 K ST NW,WASHINGTON HARBOUR CONDO,2,,Washington,DC,,1984,,,95786,,,,,,,,,,,,,,,,,
DC38940021,3894_0021,N/A,,,,12/31/2016,No Report Recieved,725 BUCHANAN ST NE,PROVIDENCE HOSPITAL & DEPAUL FOUNDATION INC,5,,Washington,DC,,1954,,,169500,,,,,,,,,,,,,,,,38.9462592,-76.9961289
DC38940824,3894_0824,N/A,,,,12/31/2016,No Report Recieved,1160 VARNUM ST NE,"""LHPT DC THE",5,,Washington,DC,,1975,,,90888,,,,,,,,,,,,,,,,38.944346,-76.9916106
DC39390801,3939_0801,N/A,,,,12/31/2016,No Report Recieved,1251 SARATOGA AVE NE,NEW LIFE ISRAEL INC,5,,Washington,DC,,1984,,,55238,,,,,,,,,,,,,,,,38.921809,-76.989444
DC40340807,4034_0807,N/A,,,,12/31/2016,No Report Recieved,1200 NEW YORK AV,WASHINGTON TERMINAL COMPANY,5,,Washington,DC,,1984,,,62843,,,,,,,,,,,,,,,,38.9002325,-77.0284581
DC40680182,4068_0182,N/A,,,,12/31/2016,No Report Recieved,1400 FLORIDA AVE NE,DELTA HOUSING CORPORATION,5,,Washington,DC,,1935,,,87660,,,,,,,,,,,,,,,,38.9005198,-76.9842752
DC40930832,4093_0832,N/A,,,,12/31/2016,No Report Recieved,1901 FENWICK ST NE,JEMAL'S PAPPAS TOMATO'S LLC,5,,Washington,DC,,1937,,,94025,,,,,,,,,,,,,,,,38.914343,-76.983782
DC1264E2396,1264E_2396,N/A,,,,12/31/2016,No Report Recieved,2500 Q ST NW,GATEWAY GEORGETOWN CONDO,2,,Washington,DC,,1942,,,230492,,,,,,,,,,,,,,,,,
DC1264E0858,1264E_0858,N/A,,,,12/31/2016,No Report Recieved,2501 Q ST NW,NANCY L ANDRACSEK TRUSTEE,2,,Washington,DC,,1940,,,85464,,,,,,,,,,,,,,,,,
DC41123029,4112_3029,N/A,,,,12/31/2016,No Report Recieved,1800 BRYANT ST NE,CHANNING COURT IV CONDO,5,,Washington,DC,,1982,,,55957,,,,,,,,,,,,,,,,38.921307,-76.9790033
DC42580138,4258_0138,N/A,,,,12/31/2016,No Report Recieved,2146 24TH PL NE,2146 24TH PL B&B LLC,5,,Washington,DC,,1953,,,61584,,,,,,,,,,,,,,,,38.9207084,-76.9721584
DC42630005,4263_0005,N/A,,,,12/31/2016,No Report Recieved,2100 NEW YORK AVE NE,SALVATION ARMY,5,,Washington,DC,,0,,,60352,,,,,,,,,,,,,,,,38.91784892,-76.97417162
DC42630006,4263_0006,N/A,,,,12/31/2016,No Report Recieved,1818 NEW YORK AVE NE,SANG KWONCHIO,5,,Washington,DC,,1934,,,89079,,,,,,,,,,,,,,,,38.9177091,-76.9767674
DC43070801,4307_0801,N/A,,,,12/31/2016,No Report Recieved,2900 NEWTON ST,HEDIN ASSOCIATES,5,,Washington,DC,,1950,,,54908,,,,,,,,,,,,,,,,38.9343543,-76.9663985
DC43250035,4325_0035,N/A,,,,12/31/2016,No Report Recieved,3005 BLADENSBURG RD NE,FT LINCOLN SR VILLAGE NO II ASSOCIATES,5,,Washington,DC,,0,,,154064,,,,,,,,,,,,,,,,38.92815,-76.959102
